title,location,building_location1,building_location2,area,direction,type,description,price
IDCITY艾迪城,顺义,后沙峪,IDCITY艾迪城,90,北,5房间3卫,BJ1651208480599572480,12800
北京尊府,西城,金融街,北京尊府,65,东,1室1厅1卫,BJ1651564569568477184,14000
成府路20号院,海淀,五道口,成府路20号院,90,南 北,2室1厅1卫,BJ1697574022927089664,10800
罗庄西里,海淀,知春路,罗庄西里,109,东 西南,3室1厅1卫,BJ1697578772850540544,12000
利景名门,朝阳,望京,利景名门,158,南 北,3室1厅2卫,BJ1697626440498937856,13800
永金里小区,海淀,五棵松,永金里小区,120,南 西 北,4室1厅1卫,BJ1697946600933949440,11000
新起点嘉园,海淀,万柳,新起点嘉园,105,东北,3室1厅1卫,BJ1699633717481308160,13800
时间国际,朝阳,三元桥,时间国际,74,西北,1室1厅1卫,BJ1699404513682653184,11000
珠江帝景,朝阳,大望路,珠江帝景,124,东南,2室2厅2卫,BJ1699404304332357632,13000
山水蓝维,朝阳,北苑,山水蓝维,150,南 北,3室2厅2卫,BJ1699639723124850688,14000
颐泉汇,海淀,上地,颐泉汇,69,南 北,3房间1卫,BJ1699653497009471488,12500
颐泉汇,海淀,上地,颐泉汇,69,南 北,3房间1卫,BJ1699654155146100736,12500
北京华侨城2号院,朝阳,欢乐谷,北京华侨城2号院,120,东 西,2室2厅1卫,BJ1699635262973280256,12000
中关村公馆,海淀,苏州桥,中关村公馆,51,北,2房间1卫,BJ1699654474626236416,11000
卧龙小区,朝阳,亚运村,卧龙小区,141,南 北,3室2厅2卫,BJ1700046998947758080,14000
东华金座,西城,牛街,东华金座,129,西,2室2厅1卫,BJ1700030557301243904,12500
季景沁园,朝阳,望京,季景沁园,110,南,2室2厅2卫,BJ1700079132961931264,12000
北太平庄路,海淀,北太平庄,北太平庄路,77,南 北,3室1厅1卫,BJ1699763886950973440,10800
太阳园,海淀,知春路,太阳园,97,西,2室2厅1卫,BJ1699982872313593856,13500
万科红,丰台,宋家庄,万科红,98,南 北,3室1厅1卫,BJ1699992785580457984,11500
学知园,海淀,学院路,学知园,107,西南 西北,3室1厅1卫,BJ1709051227959984128,12000
金地格林小镇,亦庄开发区,亦庄,金地格林小镇,176,南 北,4室1厅2卫,BJ1709128908013568000,13900
漪龙台,朝阳,潘家园,漪龙台,145,东南,3室1厅1卫,BJ1709134709113487360,14000
卡布其诺,朝阳,酒仙桥,卡布其诺,102,南 北,3室1厅2卫,BJ1706616659248152576,12000
锦秋知春,海淀,知春路,锦秋知春,90,东,2室1厅1卫,BJ1706717087570853888,12000
中关村南大街甲8号,海淀,皂君庙,中关村南大街甲8号,100,南 北,2室1厅1卫,BJ1706908250173079552,12000
丽都壹号,朝阳,酒仙桥,丽都壹号,88,南 北,2室1厅1卫,BJ1703747181904658432,12000
国际友谊花园,朝阳,国展,国际友谊花园,104,南,2室2厅2卫,BJ1703969867851366400,12000
中海馥园,海淀,甘家口,中海馥园,92,东,2室1厅1卫,BJ1703707702535913472,13500
现代城,朝阳,CBD,现代城,88,东,2室1厅1卫,BJ1703691503991259136,11888
丰侨公寓,西城,金融街,丰侨公寓,59,西北,2室1厅1卫,BJ1703692480207126528,13500
怡海花园富润园,丰台,科技园区,怡海花园富润园,145,东南,3室2厅2卫,BJ1710203058123702272,11500
中粮祥云国际生活区,顺义,后沙峪,中粮祥云国际生活区,112,南 北,2室2厅2卫,BJ1708322449533173760,11000
翠微路甲10号院,海淀,公主坟,翠微路甲10号院,51,北,2房间1卫,BJ1708400657532190720,12000
东方瑞景,朝阳,建国门外,东方瑞景,84,东,1室1厅1卫,BJ1708716845671907328,11000
天通中苑二区,昌平,天通苑,天通中苑二区,135,南 西 北,3房间2卫,BJ1708723830400221184,12000
豪柏大厦,海淀,紫竹桥,豪柏大厦,89,西,2室1厅2卫,BJ1708722990906081280,11000
汇园公寓,朝阳,亚运村,汇园公寓,114,南 北,2室1厅1卫,BJ1708795531783831552,12000
富力城C区,朝阳,双井,富力城C区,91,西北,2室1厅1卫,BJ1708791855912583168,13200
华严北里1号院,朝阳,健翔桥,华严北里1号院,116,南 北,2室2厅1卫,BJ1710241986830663680,12500
首开熙悦尚郡,朝阳,朝青,首开熙悦尚郡,136,南 北,3室2厅2卫,BJ1710286167955472384,14000
倒座庙,海淀,苏州桥,倒座庙,58,东 西,2室1厅1卫,BJ1710499882470473728,13000
南礼士路三条北里,西城,月坛,南礼士路三条北里,73,南 北,3室1厅1卫,BJ1710226664757133312,11000
美景东方,朝阳,华威桥,美景东方,139,东 西,3室2厅2卫,BJ1710235496975695872,12000
天鹅堡,通州,马驹桥,天鹅堡,246,南 北,4室2厅4卫,BJ1652146915598401536,12000
水上华城,东城,广渠门,水上华城,104,西 北,2室1厅1卫,BJ1652243492572758016,13500
香花畦家园,顺义,后沙峪,香花畦家园,127,南 北,3室2厅2卫,BJ1652551153407229952,11000
合生麒麟社,朝阳,望京,合生麒麟社,88,南,2房间1卫,BJ1653368718043906048,11000
丽水嘉园,朝阳,朝阳公园,丽水嘉园,92,西南,2室2厅1卫,BJ1654055669575188480,12000
珠江罗马嘉园西区,朝阳,朝青,珠江罗马嘉园西区,122,南 北,2室1厅2卫,BJ1699782791035617280,12000
朝庭,朝阳,望京,朝庭,113,东南,2室2厅2卫,BJ1699780635545042944,12500
锋尚国际,海淀,万柳,锋尚国际,79,南,1室1厅1卫,BJ1700106680739561472,13500
电力宿舍,海淀,清河,电力宿舍,132,南 北,4室2厅2卫,BJ1700095993917210624,11500
珠江帝景,朝阳,大望路,珠江帝景,124,南 北,2室2厅2卫,BJ1700104196361027584,14000
水木天成,海淀,清河,水木天成,129,南 北,3室2厅2卫,BJ1706881430300131328,11000
丽都壹号,朝阳,酒仙桥,丽都壹号,83,南,1室1厅1卫,BJ1706922555647983616,10800
魏公村8号院,海淀,魏公村,魏公村8号院,79,东北,2室1厅1卫,BJ1706960966966575104,11500
后现代城B区,朝阳,大望路,后现代城B区,108,北,2室1厅1卫,BJ1707050464018694144,11000
茂华景公阁,石景山,杨庄,茂华景公阁,144,南 北,3室2厅2卫,BJ1709456502630121472,12500
IDCITY艾迪城,顺义,后沙峪,IDCITY艾迪城,61,南,3房间2卫,BJ1709450677530394624,11000
小乘巷,西城,官园,小乘巷,69,南 北,3室1厅1卫,BJ1709440444863086592,11800
华瀚国际,朝阳,欢乐谷,华瀚国际,103,南,2室1厅1卫,BJ1709469666805547008,12000
嘉多丽园,朝阳,潘家园,嘉多丽园,156,东南 西北,3室1厅2卫,BJ1709513363047841792,13000
鸿坤理想城礼域府,大兴,西红门,鸿坤理想城礼域府,176,南 北,4室2厅2卫,BJ1709540639206539264,13000
望京西园三区,朝阳,望京,望京西园三区,113,西南,2室1厅1卫,BJ1709576816768843776,11500
东恒时代二期,朝阳,四惠,东恒时代二期,125,南 北,3室1厅2卫,BJ1709569685827092480,14000
学院南路15号院,海淀,小西天,学院南路15号院,116,东北,3室1厅1卫,BJ1709786834004869120,12500
蓟门南里,海淀,知春路,蓟门南里,60,南 北,3室1厅1卫,BJ1710516390449905664,10800
融科橄榄城一期,朝阳,望京,融科橄榄城一期,94,南,2室1厅1卫,BJ1710531521116372992,11500
奥林匹克花园四期,朝阳,东坝,奥林匹克花园四期,154,南 北,4室2厅2卫,BJ1710571560647000064,11000
富力城D区,朝阳,双井,富力城D区,87,东北,2室1厅1卫,BJ1710570950530957312,12000
未来金茂府,昌平,北七家,未来金茂府,145,南 北,4室2厅2卫,BJ1709069880428331008,12800
首城国际D区,朝阳,双井,首城国际D区,90,东 南 北,2室1厅1卫,BJ1709079909378293760,11000
惠新苑,朝阳,惠新西街,惠新苑,117,西,2室1厅1卫,BJ1709172295177601024,11000
东四十条甲34号院,东城,朝阳门内,东四十条甲34号院,80,南 北,3室1厅1卫,BJ1709149890774302720,11000
蓝堡国际公寓,朝阳,CBD,蓝堡国际公寓,66,北,1室1厅1卫,BJ1709227226462945280,12000
天鹅湾南区,朝阳,朝青,天鹅湾南区,87,西北,2室1厅1卫,BJ1709207890528567296,11000
K2玉蘭湾,通州,九棵树(家乐福),K2玉蘭湾,134,南 北,3室2厅2卫,BJ1709460140953960448,12000
塔院小区,海淀,牡丹园,塔院小区,81,南 北,3室1厅1卫,BJ1709420868569923584,11000
中信沁园,西城,陶然亭,中信沁园,66,西,1室1厅1卫,BJ1709424900139122688,11000
首城国际中心,朝阳,双井,首城国际中心,62,东南,3房间1卫,BJ1709517079738056704,11000
富力城D区,朝阳,双井,富力城D区,71,北,1室1厅1卫,BJ1707286451672055808,10800
远洋新干线,朝阳,燕莎,远洋新干线,72,南,1室0厅1卫,BJ1707274969601277952,12000
力学胡同,西城,西单,力学胡同,71,南 北,2室1厅1卫,BJ1707273730595487744,11800
天居园,朝阳,奥林匹克公园,天居园,123,南 北,3室1厅2卫,BJ1707723183504752640,11000
时间国际,朝阳,三元桥,时间国际,78,南,1室1厅1卫,BJ1707705205262385152,11000
宏汇园小区,西城,金融街,宏汇园小区,54,南 北,2室1厅1卫,BJ1708061705759621120,11500
双花园南里二区,朝阳,双井,双花园南里二区,126,南,4室1厅1卫,BJ1709806285806895104,12600
亚奥金茂悦,朝阳,北苑,亚奥金茂悦,117,南 北,3室2厅2卫,BJ1709887036367831040,13300
保利金泉,朝阳,亚运村,保利金泉,116,西南,2室1厅1卫,BJ1708066278498893824,13500
科源小区,海淀,五道口,科源小区,86,东 西,3室1厅1卫,BJ1708362353852022784,13000
紫金长安,海淀,五棵松,紫金长安,117,东 西,2室1厅1卫,BJ1708430283453235200,13500
优士阁,朝阳,劲松,优士阁,93,西,2室1厅1卫,BJ1708689110673129472,11500
远洋天地二期,朝阳,四惠,远洋天地二期,117,东南,2室1厅2卫,BJ1708000325073371136,11000
金茂府东区,朝阳,大望路,金茂府东区,81,南,2房间1卫,BJ1708041719393550336,13300
苹果社区北区,朝阳,双井,苹果社区北区,64,南,2室2厅2卫,BJ1708350043888549888,11500
宇飞大厦,东城,东直门,宇飞大厦,88,南,2房间2卫,BJ1708413988968071168,11000
丽都壹号,朝阳,酒仙桥,丽都壹号,85,南 北,2室1厅1卫,BJ1708417281853227008,11500
阳光都市,东城,工体,阳光都市,103,东,2室2厅1卫,BJ1708432021648310272,14000
太阳园,海淀,知春路,太阳园,83,东南,2室1厅1卫,BJ1708453157014601728,11500
月坛北街,西城,月坛,月坛北街,77,南 北,3室1厅1卫,BJ1708717595516993536,13500
融科橄榄城三期,朝阳,望京,融科橄榄城三期,94,南,2室1厅1卫,BJ1708729642120118272,12500
中新佳园一区,西城,马连道,中新佳园一区,103,东 南 北,2室1厅1卫,BJ1705592237632520192,11000
海淀南路,海淀,苏州桥,海淀南路,78,西北,3室1厅1卫,BJ1705817867439570944,11200
华樾北京,朝阳,中央别墅区,华樾北京,89,南 北,3室1厅1卫,BJ1706153853998596096,12000
华贸公寓,朝阳,CBD,华贸公寓,66,西,1室0厅1卫,BJ1706156247000023040,11500
世纪龙祥嘉园,朝阳,奥林匹克公园,世纪龙祥嘉园,123,南 北,3室1厅2卫,BJ1706166969838862336,10600
丽都壹号,朝阳,酒仙桥,丽都壹号,83,南,2室1厅1卫,BJ1705992719333064704,11500
新文化街,西城,金融街,新文化街,49,南,1室1厅1卫,BJ1706208463555657728,11000
艾瑟顿,海淀,苏州桥,艾瑟顿,102,东 西 北,2室1厅1卫,BJ1706248653238173696,13000
苹果社区北区,朝阳,双井,苹果社区北区,77,北,2室1厅1卫,BJ1706504539902836736,11800
海润国际,朝阳,酒仙桥,海润国际,77,东北,1室1厅1卫,BJ1706558547992510464,12500
长银大厦,海淀,五棵松,长银大厦,122,南 北,1室1厅1卫,BJ1708817828255105024,13000
京畿道,西城,金融街,京畿道,57,南 北,2室1厅1卫,BJ1707398112676413440,12000
中广宜景湾,朝阳,望京,中广宜景湾,97,西南,2室1厅1卫,BJ1706972168073510912,12000
融科橄榄城一期,朝阳,望京,融科橄榄城一期,93,南,2室1厅1卫,BJ1706985737838133248,12000
国瑞城东区,东城,崇文门,国瑞城东区,93,东南 南,3室1厅1卫,BJ1706986037118500864,13000
芍药居,朝阳,芍药居,芍药居,113,东,2室1厅2卫,BJ1707343564788203520,12000
首创远洋·禧瑞春秋,朝阳,中央别墅区,首创远洋·禧瑞春秋,140,南 北,4室2厅2卫,BJ2889885010440503296,13000
首开保利熙悦诚郡,大兴,旧宫,首开保利熙悦诚郡,128,南 北,3室2厅2卫,BJ1716354012925657088,12500
后现代城B区,朝阳,大望路,后现代城B区,110,南,2室1厅1卫,BJ1716350047177670656,11000
通州万国城MOMA,通州,乔庄,通州万国城MOMA,117,南,3室1厅2卫,BJ1716409052566650880,11000
财满街财经中心,朝阳,高碑店,财满街财经中心,156,南,3室1厅1卫,BJ1716454526719885312,13500
橡树湾三期,海淀,清河,橡树湾三期,99,南,2室1厅1卫,BJ1709101829767299072,11000
安馨家园,朝阳,太阳宫,安馨家园,86,南 北,2室2厅1卫,BJ1709086564585308160,12500
北纬40度一期,朝阳,望京,北纬40度一期,101,南 北,2室2厅1卫,BJ1709417597209935872,11000
金鱼池西区,东城,天坛,金鱼池西区,113,南 北,3室2厅2卫,BJ1709053250981855232,12000
领秀慧谷C区,昌平,回龙观,领秀慧谷C区,152,南 北,3室2厅2卫,BJ1709064920831623168,11000
太阳公元南区,朝阳,太阳宫,太阳公元南区,60,南,1室1厅1卫,BJ1709065355743199232,12500
首创远洋·禧瑞春秋,朝阳,中央别墅区,首创远洋·禧瑞春秋,138,南 北,4室2厅2卫,BJ2892586672149766144,13500
绿地启航社,房山,长阳,绿地启航社,205,南,1房间0卫,BJ2896422177107099648,12300
绿城西府海棠,石景山,石景山其它,绿城西府海棠,240,南 北,3室2厅2卫,BJ1566292415914967040,14000
远洋山水,石景山,鲁谷,远洋山水,113,东北,3室2厅2卫,BJ2906375628213190656,12800
东升园,海淀,五道口,东升园,105,东,2室2厅1卫,BJ1610190544049274880,13900
纽约客,海淀,苏州桥,纽约客,57,东南,1室1厅1卫,BJ1602332258276999168,11500
东总布胡同,东城,建国门内,东总布胡同,73,南 北,3室1厅1卫,BJ1608037580501155840,12000
知春里,海淀,双榆树,知春里,74,东南,3室1厅1卫,BJ1644253979330215936,11500
豪柏大厦,海淀,紫竹桥,豪柏大厦,122,东,3室1厅0卫,BJ1644315092684111872,13000
西三环北路86号院,海淀,甘家口,西三环北路86号院,92,南 北,3室2厅1卫,BJ1644918613271904256,12000
中海国际公馆,顺义,顺义其它,中海国际公馆,170,南 北,4室2厅2卫,BJ1644718865067802624,12000
国润商务大厦,丰台,七里庄,国润商务大厦,159,东 北,3室1厅1卫,BJ2836962537738600448,13400
顶秀金瑞家园,丰台,宋家庄,顶秀金瑞家园,115,南 西北,3室2厅2卫,BJ2848436436796186624,12400
紫金庄园,海淀,苏州桥,紫金庄园,90,南,3室1厅1卫,BJ2884609632100696064,11700
公园十七区,顺义,后沙峪,公园十七区,120,南 北,4室2厅2卫,BJ1716663313753964544,12000
屯三里,朝阳,工体,屯三里,56,北,3房间2卫,BJ1716678770057805824,12000
政泰家园,西城,菜户营,政泰家园,123,东南,3室1厅1卫,BJ1716678674012438528,11000
丽都壹号,朝阳,酒仙桥,丽都壹号,83,南,2室1厅1卫,BJ1716753104239591424,11500
海淀南路,海淀,苏州桥,海淀南路,77,西北,3室1厅1卫,BJ1716776599082237952,12500
民安小区东直门内北小街,东城,东直门,民安小区东直门内北小街,118,东 西 北,3室1厅1卫,BJ1716789967352496128,12000
和平西苑,朝阳,和平里,和平西苑,103,西,2室1厅1卫,BJ1716814648667275264,11500
华远九都汇,朝阳,燕莎,华远九都汇,91,东南,2房间1卫,BJ1716800966218481664,13000
壹线国际,朝阳,四惠,壹线国际,138,东 南,3室1厅1卫,BJ1716800838174769152,11500
鲁谷路74号院,石景山,鲁谷,鲁谷路74号院,130,南 北,3室2厅2卫,BJ1717022268401385472,12200
橡树湾三期,海淀,清河,橡树湾三期,100,南,2室1厅1卫,BJ1717118287604613120,11500
教场口9号院,西城,六铺炕,教场口9号院,85,东北,3室1厅1卫,BJ1717120857953796096,12500
华龙大厦,西城,马甸,华龙大厦,105,西,1室1厅1卫,BJ1717119417747243008,13347
合生国际花园,朝阳,双井,合生国际花园,100,南 北,2室1厅1卫,BJ1702237694635016192,12500
K2玉蘭湾,通州,九棵树(家乐福),K2玉蘭湾,187,南 北,3室1厅2卫,BJ1702175148532039680,14000
奥林匹克花园四期,朝阳,东坝,奥林匹克花园四期,151,南 北,4室2厅2卫,BJ1706661793138475008,13800
嘉和丽园,朝阳,燕莎,嘉和丽园,108,东南 西北,2室1厅1卫,BJ1706886960368320512,12500
华远北街,西城,金融街,华远北街,71,南 北,2室1厅1卫,BJ1707012960049692672,12000
城市芳庭,丰台,方庄,城市芳庭,114,东南 北,3室2厅1卫,BJ1704405108181172224,10800
春季星空,丰台,草桥,春季星空,122,南 北,3室2厅2卫,BJ2883867278309867520,12000
双花园南里二区,朝阳,双井,双花园南里二区,116,东南 北,3室1厅2卫,BJ2875245165914890240,11200
优士阁,朝阳,劲松,优士阁,78,东南,1室1厅1卫,BJ2883446750192861184,11500
西山艺境7号院,门头沟,大峪,西山艺境7号院,169,南 北,4室2厅2卫,BJ2747743482578731008,11000
城乡世纪广场莫尔空间,通州,通州其它,城乡世纪广场莫尔空间,128,南 北,6房间2卫,BJ2835596603568963584,11000
凯德锦绣,朝阳,四惠,凯德锦绣,89,南 北,2室1厅1卫,BJ1705089442852634624,12500
魏公村8号院,海淀,魏公村,魏公村8号院,85,东南,2室1厅1卫,BJ1705104942118731776,12000
臻御府,丰台,科技园区,臻御府,132,南 北,4室2厅2卫,BJ1705143252484620288,13000
润枫领尚,通州,通州其它,润枫领尚,157,南 北,5室2厅2卫,BJ1705473484269813760,11800
屯三里,朝阳,工体,屯三里,58,北,2房间2卫,BJ1705529183150538752,13700
龙头公寓,朝阳,华威桥,龙头公寓,108,南,2室2厅2卫,BJ1695338370017787904,12500
瞰都国际,朝阳,朝阳公园,瞰都国际,86,西北,2室1厅1卫,BJ1692770123443601408,10800
小南庄社区,海淀,苏州桥,小南庄社区,69,东北,3室1厅1卫,BJ1692864762414628864,11500
东南小区,海淀,中关村,东南小区,78,南 北,3室1厅1卫,BJ1693114528356630528,13000
京城仁合,东城,广渠门,京城仁合,120,东,2室2厅2卫,BJ1693091136790331392,10999
黄寺大街24号院,西城,六铺炕,黄寺大街24号院,73,南 北,3室1厅1卫,BJ1693100826190413824,12000
春季星空,丰台,草桥,春季星空,147,南 北,4室2厅2卫,BJ1704438686306795520,12800
东土城路7号院,朝阳,和平里,东土城路7号院,84,东 西,3室1厅1卫,BJ1704458323106988032,12900
富力城D区,朝阳,双井,富力城D区,70,北,1室1厅1卫,BJ1704750800464510976,11000
富力城A区,朝阳,双井,富力城A区,47,北,1室1厅1卫,BJ1704796393329131520,11000
首开知语城,朝阳,望京,首开知语城,127,南 北,3室2厅2卫,BJ1707338387024773120,13000
粉子胡同30号院,西城,金融街,粉子胡同30号院,52,南 北,2室1厅1卫,BJ1707299766251028480,13500
金隅丽港城,朝阳,望京,金隅丽港城,111,南 北,2室1厅1卫,BJ1707371532424052736,12500
天通苑北一区,昌平,天通苑,天通苑北一区,187,南 北,4室1厅2卫,BJ1712827564440944640,11500
丽水湾畔家园,东城,广渠门,丽水湾畔家园,98,西,2室1厅1卫,BJ1714128796648472576,11000
中海寰宇天下熙山府,石景山,古城,中海寰宇天下熙山府,128,南 北,3室2厅2卫,BJ1714130548261126144,12500
金澳国际,海淀,马甸,金澳国际,71,东,1室1厅1卫,BJ1714155038403723264,12000
大慧寺20号院,海淀,白石桥,大慧寺20号院,68,东 西,3室1厅1卫,BJ1714138644186398720,12000
锦秋知春,海淀,知春路,锦秋知春,90,东,2室1厅1卫,BJ1706717087570853888,12000
中关村南大街甲8号,海淀,皂君庙,中关村南大街甲8号,100,南 北,2室1厅1卫,BJ1706908250173079552,12000
水木天成,海淀,清河,水木天成,129,南 北,3室2厅2卫,BJ1706881430300131328,11000
丽都壹号,朝阳,酒仙桥,丽都壹号,83,南,1室1厅1卫,BJ1706922555647983616,10800
冠庭园,昌平,回龙观,冠庭园,183,南 北,1房间0卫,BJ1693181436355411968,14000
泰达时代,朝阳,红庙,泰达时代,114,西,1室1厅1卫,BJ1693469890435874816,13400
国美第一城2号院,朝阳,朝青,国美第一城2号院,136,南 北,3室2厅2卫,BJ1693464481100726272,12200
阳光100,朝阳,CBD,阳光100,134,西南,2室2厅2卫,BJ1715351943154499584,14000
星源国际,朝阳,望京,星源国际,103,西,2室1厅1卫,BJ1715574104507023360,12000
开阳里四区,丰台,北京南站,开阳里四区,123,南 北,4室1厅1卫,BJ1715649634522628096,12000
益星园,丰台,马家堡,益星园,149,东 南 北,3室2厅2卫,BJ1715647484442705920,13500
炫彩嘉轩,朝阳,望京,炫彩嘉轩,120,南 北,3室1厅1卫,BJ1715660194521808896,13000
京投银泰琨御府,海淀,四季青,京投银泰琨御府,66,北,3房间1卫,BJ1715663319597056000,12500
文华园,西城,阜成门,文华园,84,东 西,3室1厅1卫,BJ1715667583430033408,11000
蔚秀园,海淀,圆明园,蔚秀园,55,东 西,2室1厅1卫,BJ1715727215783575552,12000
林肯时代,亦庄开发区,亦庄,林肯时代,108,西南,4房间2卫,BJ1715966123834343424,13000
世安家园,朝阳,望京,世安家园,118,西,2室2厅2卫,BJ1715972918996893696,11000
橡树湾二期,海淀,清河,橡树湾二期,91,南 北,2室1厅1卫,BJ1717167411825737728,11000
富力城D区,朝阳,双井,富力城D区,71,南,1室1厅1卫,BJ1717408603758919680,11500
东厂北巷3号院,东城,灯市口,东厂北巷3号院,72,东 西,3室1厅1卫,BJ1716010997971419136,11000
成府公馆,海淀,五道口,成府公馆,67,南 北,1室2厅1卫,BJ1716052243431555072,11500
日月天地,丰台,方庄,日月天地,142,西南,2室1厅1卫,BJ1704337234318065664,11000
裘马都,朝阳,三元桥,裘马都,77,东 西 北,1室1厅1卫,BJ1704175659514855424,13000
怡海花园富润园,丰台,科技园区,怡海花园富润园,197,东 南,4室2厅2卫,BJ1704364437487484928,14000
翡翠公园五期,昌平,北七家,翡翠公园五期,74,南 北,3室2厅3卫,BJ1704375797730508800,11000
新安中里,西城,右安门内,新安中里,83,东南,3室1厅1卫,BJ1706530648732205056,11500
时代国际嘉园,朝阳,双井,时代国际嘉园,101,南 北,2室1厅1卫,BJ1706536288615661568,11000
奥林匹克花园四期,朝阳,东坝,奥林匹克花园四期,151,南 北,4室2厅2卫,BJ1706661793138475008,13800
日月天地,丰台,方庄,日月天地,146,东南,2室2厅2卫,BJ1714264779998101504,13000
大成郡,丰台,岳各庄,大成郡,120,南 北,3室1厅2卫,BJ1714545662911053824,12000
华樾北京,朝阳,中央别墅区,华樾北京,89,南 北,3室1厅1卫,BJ1714562921238888448,13000
燕莎后,朝阳,酒仙桥,燕莎后,115,南 北,2室1厅2卫,BJ1714519657819406336,11000
西豪逸景,西城,广安门,西豪逸景,104,东,2室1厅1卫,BJ1714621478751698944,13000
丽水嘉园,朝阳,朝阳公园,丽水嘉园,88,北,2室1厅1卫,BJ1714616459243552768,11000
华贸公寓,朝阳,CBD,华贸公寓,62,东,1室0厅1卫,BJ1714659269611094016,11200
望京新城,朝阳,望京,望京新城,98,南 北,2室1厅1卫,BJ1713102521251135488,12000
华清嘉园,海淀,五道口,华清嘉园,93,西南,3室1厅1卫,BJ1713196082642550784,14000
东直门内大街,东城,东直门,东直门内大街,91,东 南 北,3室1厅1卫,BJ1714138579443122176,12000
爱这城三期,朝阳,四惠,爱这城三期,148,南 北,3室2厅2卫,BJ1714225949744037888,12500
翡翠公园二期,昌平,北七家,翡翠公园二期,122,南 北,4室2厅2卫,BJ1714521311692193792,12000
百旺茉莉园,海淀,西北旺,百旺茉莉园,126,南 北,3室2厅2卫,BJ1714932651401412608,12500
华樾北京,朝阳,中央别墅区,华樾北京,89,南 北,3室1厅1卫,BJ1714989132020711424,12000
中粮祥云国际生活区,顺义,后沙峪,中粮祥云国际生活区,118,南,2室1厅1卫,BJ1715284523136057344,12000
嘉铭桐城B区,朝阳,亚运村小营,嘉铭桐城B区,108,南 北,2室1厅1卫,BJ1715281588696121344,12000
慧谷阳光,朝阳,望京,慧谷阳光,95,南 北,2室1厅1卫,BJ1714969200201564160,14000
魏公村8号院,海淀,魏公村,魏公村8号院,79,东北,2室1厅1卫,BJ1706960966966575104,11500
后现代城B区,朝阳,大望路,后现代城B区,108,北,2室1厅1卫,BJ1707050464018694144,11000
华樾北京,朝阳,中央别墅区,华樾北京,88,南 北,3室2厅1卫,BJ1713795246627749888,12000
万科星园,朝阳,奥林匹克公园,万科星园,152,南 北,3室1厅2卫,BJ1713809832059863040,14000
珠江绿洲,朝阳,双桥,珠江绿洲,163,南,3室2厅2卫,BJ1712066002017058816,12000
冬季星空,丰台,马家堡,冬季星空,136,南 北,3室2厅2卫,BJ1712066082484781056,11000
华彩国际公寓,朝阳,望京,华彩国际公寓,99,南,2室1厅2卫,BJ1712074856243134464,13500
万景公寓,海淀,紫竹桥,万景公寓,118,西 北,2室1厅1卫,BJ1712347877650464768,11000
富贵园一区,东城,东花市,富贵园一区,85,南 北,2室1厅1卫,BJ1712399542986473472,14000
利泽西园,朝阳,望京,利泽西园,99,南 西,2室1厅1卫,BJ1712424924221538304,13000
华樾北京,朝阳,中央别墅区,华樾北京,88,南 北,3室1厅1卫,BJ1713843738930839552,12000
铁二区,西城,月坛,铁二区,86,东北,3室1厅1卫,BJ1713892141966557184,13000
荣尊堡国际俱乐部公寓,朝阳,亚运村,荣尊堡国际俱乐部公寓,101,东,1室2厅2卫,BJ1713919339448500224,13500
宏源公寓,朝阳,大山子,宏源公寓,109,东,3室2厅2卫,BJ1714103356756066304,11000
时代绿荫,丰台,方庄,时代绿荫,144,南 北,3室1厅1卫,BJ1712417851744190464,12000
夏季星空,丰台,草桥,夏季星空,121,南 北,3室2厅2卫,BJ1712699278582874112,11500
金领时代,海淀,安宁庄,金领时代,160,南,4房间2卫,BJ1712702441335554048,13000
珠江帝景,朝阳,大望路,珠江帝景,124,西南,2室1厅2卫,BJ1716079654273548288,13300
东直门南大街,东城,东直门,东直门南大街,82,东南 南,3室1厅1卫,BJ1716067213686865920,13000
富力城C区,朝阳,双井,富力城C区,92,西北,2室1厅2卫,BJ1716084195069001728,13500
香花畦家园,顺义,后沙峪,香花畦家园,178,南 北,4室2厅2卫,BJ1716302241092075520,11800
天润福熙大道,朝阳,北苑,天润福熙大道,108,南,2室1厅2卫,BJ1716292571694628864,13000
国美第一城2号院,朝阳,朝青,国美第一城2号院,142,南 北,3室2厅2卫,BJ1716335230224171008,11500
后现代城B区,朝阳,大望路,后现代城B区,110,南,2室1厅1卫,BJ1716349311219924992,11000
富力城D区,朝阳,双井,富力城D区,87,西北,2室1厅1卫,BJ1697466090046619648,13700
北京华侨城2号院,朝阳,欢乐谷,北京华侨城2号院,120,东 西,2室2厅1卫,BJ1699635262973280256,12000
乐澜宝邸,朝阳,劲松,乐澜宝邸,148,西南,3室1厅2卫,BJ1699420234751934464,13500
阳光丽景,西城,马甸,阳光丽景,67,北,2室1厅1卫,BJ1699614141536272384,12000
林肯公园B区,亦庄开发区,亦庄,林肯公园B区,168,西南,4房间3卫,BJ1699751709674307584,14000
西长安壹号,门头沟,上岸地铁,西长安壹号,107,西,5房间2卫,BJ1699771836289515520,11500
中关村公馆,海淀,苏州桥,中关村公馆,51,北,2房间1卫,BJ1699654474626236416,11000
华远北街,西城,金融街,华远北街,71,南 北,2室1厅1卫,BJ1707012960049692672,12000
城市芳庭,丰台,方庄,城市芳庭,114,东南 北,3室2厅1卫,BJ1704405108181172224,10800
