title,location,building_location1,building_location2,area,direction,type,description,price
橘郡万绿园满庭芳,瑶海,铜陵路,橘郡万绿园满庭芳,110,南 北,3室2厅1卫,HF1702508739317202944,2200
淮矿馥邦天下,高新,兴园,淮矿馥邦天下,67,东北,2室1厅1卫,HF1702557209067520000,2300
淮矿馥邦天下,高新,兴园,淮矿馥邦天下,68,东 东南,2室1厅1卫,HF1702563499361697792,2300
盛景融城,包河,工业园,盛景融城,89,南,3室2厅1卫,HF1702624796962979840,2400
江南新里程,包河,芜湖路,江南新里程,76,东南,3室1厅1卫,HF1702618286438481920,2300
东方蓝海六期,滨湖新区,环湖CBD,东方蓝海六期,95,南 北,3室1厅1卫,HF1702620985238224896,2299
家天下四期,新站,七里塘,家天下四期,121,南,3室2厅2卫,HF1702917372198780928,2450
恒大中央广场,瑶海,胜利路,恒大中央广场,60,南,1室1厅1卫,HF1675426834826657792,2400
龙凤嘉园一期,蜀山,井岗镇,龙凤嘉园一期,103,南,3室2厅1卫,HF1675413468116680704,2300
文一锦门学府里,瑶海,龙岗,文一锦门学府里,112,南,3室1厅1卫,HF1675430175229083648,2300
义仓小区,庐阳,逍遥津,义仓小区,75,南 北,3室1厅1卫,HF1675358581261598720,2200
峰尚国际,高新,天乐,峰尚国际,76,西北,2室1厅1卫,HF1675734975288180736,2300
华地森林湖,庐阳,林店,华地森林湖,104,南,3室2厅1卫,HF1675753314685288448,2200
福乐门,蜀山,井岗镇,福乐门,89,南 北,3室2厅1卫,HF1675879882858430464,2300
金寨路281号,蜀山,三里庵,金寨路281号,81,南 北,2室1厅1卫,HF1673994673024139264,2400
中辰未来港,包河,工业园,中辰未来港,54,南,2室2厅2卫,HF1673997242849034240,2200
东方蓝海六期,滨湖新区,环湖CBD,东方蓝海六期,111,南 北,3室2厅1卫,HF1674360119590125568,2350
国耀花半里,经开,芙蓉,国耀花半里,74,南,2室2厅1卫,HF1674016795129806848,2300
奥园城央壹品,蜀山,稻香村,奥园城央壹品,45,南,1室1厅1卫,HF1674255715985784832,2400
信地华地城,肥西,繁华新园,信地华地城,98,南 北,3室2厅1卫,HF1674699072033783808,2200
舒城路13号,庐阳,逍遥津,舒城路13号,62,南,2室1厅1卫,HF1674731001110069248,2300
旭辉御府,滨湖新区,烟墩,旭辉御府,94,南,3室1厅1卫,HF1674652036550885376,2400
荣盛华府,滨湖新区,烟墩,荣盛华府,107,南,4室2厅2卫,HF1618183321097863168,2200
大溪地天泽轩,蜀山,西园,大溪地天泽轩,91,南,3室1厅1卫,HF1707322191466463232,2200
山水间花园,蜀山,新产业园,山水间花园,71,南,2室1厅1卫,HF1707285715617841152,2300
联投新安里A区,滨湖新区,环湖CBD,联投新安里A区,109,南,4室2厅1卫,HF1707356795413987328,2300
恒大水晶国际广场,包河,常青,恒大水晶国际广场,58,南,1室1厅1卫,HF1707609093532811264,2200
博澳丽苑,高新,天乐,博澳丽苑,76,南,2室1厅1卫,HF1707630248721383424,2300
发能太阳海岸,政务,笔架山,发能太阳海岸,70,南,2室2厅1卫,HF1707684928839221248,2300
水安盛世桃源,肥西,桃花工业园,水安盛世桃源,117,南 北,3室2厅1卫,HF1707701863794606080,2200
百商现代名苑,肥西,兴园,百商现代名苑,77,南 北,3室2厅1卫,HF1713444801292009472,2350
星隆购物广场,包河,周谷堆,星隆购物广场,96,东南,2室1厅1卫,HF1713460560659480576,2200
绿地海德公馆,肥西,长安,绿地海德公馆,116,南 北,4室2厅1卫,HF1713470399116738560,2200
万达临湖苑E区,滨湖新区,环湖CBD,万达临湖苑E区,96,南,3室2厅1卫,HF1713561169735712768,2400
幸福雅苑,包河,淝河镇,幸福雅苑,70,南,2室1厅1卫,HF1713833358087159808,2300
翡翠花园翠湖苑,肥西,芙蓉,翡翠花园翠湖苑,99,南 北,3室2厅1卫,HF1714128023621468160,2200
蓝鼎滨湖假日金榈园,滨湖新区,滨湖世纪,蓝鼎滨湖假日金榈园,93,南,3室1厅1卫,HF1714120096374325248,2400
名人御苑,瑶海,长淮,名人御苑,86,南,2室1厅1卫,HF1712774162893766656,2200
文一泊心湾,庐阳,杏林,文一泊心湾,109,南 北,3室2厅1卫,HF1712799527204814848,2400
珠光雅苑二期,包河,包公,珠光雅苑二期,85,南,2室1厅1卫,HF1713067668803682304,2300
水丽坊自在城,包河,工业园,水丽坊自在城,89,南,3室1厅1卫,HF1705050731054104576,2200
蓝鼎星河府,包河,周谷堆,蓝鼎星河府,93,南,2室1厅1卫,HF1705043743284920320,2400
天一家园,蜀山,五里墩,天一家园,84,南 北,2室2厅1卫,HF1704830084675796992,2200
中辰优唐广场,包河,常青,中辰优唐广场,45,南,1室1厅1卫,HF1702895339146575872,2400
景荣花园,瑶海,长淮,景荣花园,145,南 北,3室2厅2卫,HF1702889948983590912,2300
新华学府银座,蜀山,南七,新华学府银座,68,南,2室1厅1卫,HF1703017540202004480,2300
华地润园,经开,莲花,华地润园,89,南,3室2厅1卫,HF1703238210257158144,2300
滨湖世纪城春融苑,滨湖新区,滨湖世纪,滨湖世纪城春融苑,85,南,2室1厅1卫,HF1703297903306473472,2300
高速翡翠湖畔,经开,芙蓉,高速翡翠湖畔,130,东 西,3室2厅1卫,HF1703325514258710528,2400
水墨兰庭,政务,笔架山,水墨兰庭,50,南,1室1厅1卫,HF1703345752907972608,2200
多伦多花园,肥西,桃花工业园,多伦多花园,88,南 北,2室1厅1卫,HF1703388314456817664,2400
文一泊心湾,庐阳,杏林,文一泊心湾,70,南 北,2室2厅1卫,HF1703356435083034624,2200
四泉花园南区,庐阳,四里河,四泉花园南区,67,北,2室1厅1卫,HF1703634084896440320,2200
滨湖新地城,滨湖新区,滨湖世纪,滨湖新地城,74,南,2室1厅1卫,HF1703688264700919808,2300
华南城紫荆名都二期沁园,肥西,肥西,华南城紫荆名都二期沁园,143,南,4室2厅2卫,HF1703741309828726784,2300
高铁都市花园,包河,常青,高铁都市花园,101,西南,3室2厅1卫,HF1703755447846043648,2400
万振城市广场,包河,周谷堆,万振城市广场,85,南,3室1厅1卫,HF1703968081954471936,2300
隆昊昊天园,新站,七里塘,隆昊昊天园,114,南,3室2厅1卫,HF1703770250119479296,2250
旭辉御府,滨湖新区,烟墩,旭辉御府,80,南,2室2厅1卫,HF1703977921221230592,2350
蓝光时代红街,瑶海,嘉山路,蓝光时代红街,57,西北,2室1厅1卫,HF1695016014674132992,2200
恒大中央广场,瑶海,胜利路,恒大中央广场,59,南,1室0厅1卫,HF1713075089718640640,2200
淮矿馥邦天下,高新,兴园,淮矿馥邦天下,68,南,2室2厅1卫,HF1713118516313325568,2400
铂金汉宫,包河,包公,铂金汉宫,51,东南 南,1室1厅1卫,HF1713099950063091712,2300
广和花园,瑶海,大兴镇,广和花园,84,南,2室1厅1卫,HF1713098518391947264,2400
白天鹅国际商务中心,政务,笔架山,白天鹅国际商务中心,48,南,1室1厅1卫,HF1713109543317143552,2200
公园道壹号恢复楼,蜀山,井岗镇,公园道壹号恢复楼,88,南 北,2室2厅1卫,HF1695027142871482368,2300
翡翠花园,肥西,芙蓉,翡翠花园,131,南,3室2厅2卫,HF1695367902435213312,2400
宝能城三期,滨湖新区,环湖CBD,宝能城三期,94,南 北,3室2厅1卫,HF1695363425602895872,2200
江南新里程,包河,芜湖路,江南新里程,76,东北,3室1厅1卫,HF1695305580605865984,2200
枫丹白鹭湖公馆,蜀山,新产业园,枫丹白鹭湖公馆,100,南,2室1厅1卫,HF1694266395874820096,2400
包河花园D区,包河,工业园,包河花园D区,103,南,3室2厅1卫,HF1694186351131361280,2400
曙宏新村,包河,常青,曙宏新村,111,南,3室2厅1卫,HF1694328428855033856,2400
春华苑,包河,常青,春华苑,67,南,2室1厅1卫,HF1694335301280858112,2400
百乐门悦府,经开,莲花,百乐门悦府,86,南,3室1厅1卫,HF1694633389484670976,2400
禹洲中央城,新站,七里塘,禹洲中央城,89,南,3室2厅1卫,HF1694618810897661952,2300
博威香山丽舍,蜀山,新产业园,博威香山丽舍,92,南,3室2厅1卫,HF1695025822739464192,2400
创智广场,包河,包公,创智广场,100,南,2室1厅1卫,HF1695032379778793472,2300
中辰国际大厦,政务,荷叶地,中辰国际大厦,85,南,2室1厅1卫,HF1695032667814232064,2200
紫云花园,经开,锦绣,紫云花园,84,南,3室1厅1卫,HF1694996459633508352,2200
花园锦绣大地城,肥西,桃花工业园,花园锦绣大地城,112,南,3室2厅2卫,HF1694930620947365888,2400
博澳丽苑,高新,天乐,博澳丽苑,80,南,2室2厅1卫,HF1694710194170232832,2400
信达庐阳府,庐阳,林店,信达庐阳府,110,南,3室2厅1卫,HF1692775606439116800,2300
汇林园,经开,莲花,汇林园,82,南,3室2厅1卫,HF1692810491191099392,2200
创智广场,包河,包公,创智广场,74,南,2室1厅1卫,HF1693218060212633600,2300
江南书苑,蜀山,西园,江南书苑,103,南,3室2厅1卫,HF1693265107968065536,2400
融侨天骏,政务,笔架山,融侨天骏,97,南,3室2厅1卫,HF1693552781220118528,2400
四泉花园北区,庐阳,四里河,四泉花园北区,65,南,2室1厅1卫,HF1693552066456190976,2300
安居苑西村,蜀山,西园,安居苑西村,66,南,2室1厅1卫,HF1693547543838851072,2200
海亚当代,蜀山,五里墩,海亚当代,113,南 北,3室2厅2卫,HF1693540795279212544,2400
碧湖云溪,包河,周谷堆,碧湖云溪,92,南,2室1厅1卫,HF1693846135606607872,2400
中辰未来港,包河,工业园,中辰未来港,55,南,2室2厅2卫,HF1693889081282396160,2300
长淮D区,瑶海,长淮,长淮D区,66,南,3室2厅1卫,HF1693866698270048256,2200
香江生态丽景A区,新站,七里塘,香江生态丽景A区,105,南,3室2厅1卫,HF1694212184768249856,2300
天鹅花园,蜀山,西园,天鹅花园,87,南,3室1厅1卫,HF1708347679337086976,2400
旭辉花园,政务,荷叶地,旭辉花园,89,南 北,3室2厅1卫,HF1708174380166545408,2400
信达西山银杏,蜀山,南七,信达西山银杏,84,南,2室1厅1卫,HF1708090649292570624,2200
中辰优唐广场,包河,常青,中辰优唐广场,64,南,2室2厅1卫,HF1708371566477180928,2400
观澜华庭,肥西,临湖,观澜华庭,91,南,3室2厅1卫,HF1708379616961363968,2400
南岗和园,蜀山,南岗镇,南岗和园,105,南,3室2厅1卫,HF1708442861155909632,2400
优活公寓,高新,天乐,优活公寓,67,东南 西 西北,2室1厅1卫,HF1667458153949691904,2200
置地栢景雅筑,庐阳,亳州,置地栢景雅筑,79,南 北,2室1厅1卫,HF1667436374782902272,2400
恒大城,瑶海,龙岗,恒大城,154,南,4室2厅2卫,HF1667759288736546816,2300
公元天下,滨湖新区,烟墩,公元天下,125,南,4室1厅1卫,HF1667736679433109504,2300
和昌都汇华府,包河,周谷堆,和昌都汇华府,88,南,3室2厅1卫,HF1667818441869885440,2200
华冶水晶公馆,滨湖新区,烟墩,华冶水晶公馆,113,南,3室2厅1卫,HF1667796554980786176,2200
中环城国际公寓,经开,芙蓉,中环城国际公寓,61,南,3室1厅1卫,HF1691705015082680320,2250
皖投天下名筑,庐阳,林店,皖投天下名筑,94,南 北,3室2厅1卫,HF1691775602786304000,2200
盛景融城,包河,工业园,盛景融城,83,南,3室2厅1卫,HF1690569908586283008,2400
香格里拉花园,瑶海,方庙,香格里拉花园,115,南 北,3室2厅2卫,HF1690355542653927424,2300
铂金汉宫,包河,包公,铂金汉宫,50,东,2室1厅1卫,HF1688043263862243328,2300
建业领翔花园,蜀山,南七,建业领翔花园,65,南,3室1厅1卫,HF1688766031494905856,2200
奥园城央壹品,蜀山,稻香村,奥园城央壹品,46,西,1室1厅1卫,HF1688557699605725184,2400
金域蓝湾,庐阳,亳州,金域蓝湾,98,南,3室2厅1卫,HF1688775000984649728,2400
蓝鼎滨湖假日翰林园,滨湖新区,滨湖世纪,蓝鼎滨湖假日翰林园,120,南,3室2厅2卫,HF1688910972795748352,2400
东方蓝海,滨湖新区,环湖CBD,东方蓝海,95,南,2室2厅1卫,HF1694274076958261248,2200
东湖山庄·碧云阁,新站,七里塘,东湖山庄·碧云阁,116,南 北,3室2厅1卫,HF1694284112535224320,2300
香江世纪名城,瑶海,铜陵路,香江世纪名城,124,南,3室2厅1卫,HF1685605255984709632,2300
名人御苑,瑶海,长淮,名人御苑,86,南,2室1厅1卫,HF1685845686869819392,2200
伟华大厦,瑶海,龙岗,伟华大厦,100,南,3室2厅1卫,HF1685966667391172608,2300
创智广场,包河,包公,创智广场,78,南,2室1厅1卫,HF1686003861820538880,2200
凉亭雅苑,肥西,肥西,凉亭雅苑,116,南,3室2厅1卫,HF1708445329495425024,2480
远洋万和云锦,肥东,肥东,远洋万和云锦,88,南,3室1厅1卫,HF1708701305330991104,2200
和谐花园,蜀山,南七,和谐花园,84,南,2室1厅1卫,HF1708692363829837824,2300
华凤国际,肥西,莲花,华凤国际,95,南,3室2厅1卫,HF1708727601771577344,2400
滨湖和园,滨湖新区,滨湖世纪,滨湖和园,103,南,2室2厅1卫,HF1702326843887058944,2300
望江台璟宸,高新,长宁,望江台璟宸,100,南,3室2厅1卫,HF1702343280928227328,2400
世纪中心,庐阳,双岗,世纪中心,46,南,1室1厅1卫,HF1702594120272314368,2400
高速时代城二期,滨湖新区,方兴,高速时代城二期,92,南,3室2厅1卫,HF1702600598337093632,2200
信达天御御公馆,包河,常青,信达天御御公馆,58,南,2室1厅1卫,HF1702649362015846400,2300
圣联香御公馆,高新,兴园,圣联香御公馆,97,南,3室2厅1卫,HF1702664710408634368,2400
安徽省电力公司黄山路生活区,蜀山,三里庵,安徽省电力公司黄山路生活区,67,南,2室2厅1卫,HF1702911777114685440,2200
万科未来之光,肥东,肥东,万科未来之光,98,南,3室2厅1卫,HF1702921466154057728,2300
金辉悦府,新站,七里塘,金辉悦府,94,南,3室2厅1卫,HF1702964252001697792,2200
禹洲天玺,肥西,繁华新园,禹洲天玺,126,东 南,4室2厅2卫,HF1703013012060766208,2400
家天下二期,新站,七里塘,家天下二期,80,南,2室2厅1卫,HF1703396547271589888,2400
海洲景秀世家,瑶海,龙岗,海洲景秀世家,124,南,3室1厅1卫,HF1703609140133232640,2200
奥园城市天地,蜀山,新产业园,奥园城市天地,60,南,2室1厅1卫,HF1667794403315417088,2300
恒大水晶国际广场,包河,常青,恒大水晶国际广场,73,南,1室0厅1卫,HF1670329492167458816,2199
奥园城央壹品,蜀山,稻香村,奥园城央壹品,57,南,1室1厅1卫,HF1676878696398454784,2300
禹洲华侨城二期柳园,肥西,染坊,禹洲华侨城二期柳园,93,南 北,3室2厅1卫,HF1708798373332516864,2200
融侨观澜,包河,常青,融侨观澜,42,南 北,1室1厅1卫,HF1711319931913502720,2200
万振城市广场,包河,周谷堆,万振城市广场,85,南,2室1厅1卫,HF1711346217029468160,2200
旭辉公园府,新站,东站,旭辉公园府,135,南 北,4室2厅2卫,HF1709777492308393984,2300
绿地海德公馆二期,肥西,长安,绿地海德公馆二期,127,东南 南,4室2厅1卫,HF1709855058872500224,2400
丽丰铂羽公馆,肥西,肥西,丽丰铂羽公馆,135,南 北,3室2厅2卫,HF1709862887062765568,2300
九溪江南,经开,芙蓉,九溪江南,78,南,2室2厅1卫,HF1709926185552576512,2200
伯益经典雅苑,蜀山,西园,伯益经典雅苑,85,南,2室2厅1卫,HF1710114054615334912,2200
南郡明珠,经开,锦绣,南郡明珠,84,南,2室1厅1卫,HF1710200478043734016,2200
万泓中心,包河,工业园,万泓中心,89,南,2室2厅1卫,HF1710226346929553408,2200
绿地海德公馆,肥西,长安,绿地海德公馆,105,南 北,4室2厅1卫,HF1710246087857537024,2200
信达天御御公馆,包河,常青,信达天御御公馆,61,北,2室1厅1卫,HF1710487615674777600,2300
融科九重锦,政务,笔架山,融科九重锦,67,南,2室1厅1卫,HF1710530002417614848,2200
华润凯旋门二期,政务,荷叶地,华润凯旋门二期,49,西,1室1厅1卫,HF1690657230757560320,2200
和谐花园,蜀山,南七,和谐花园,84,南,2室2厅1卫,HF1690656701641916416,2200
月半湾青年公寓,经开,芙蓉,月半湾青年公寓,43,东,1室1厅1卫,HF1690698417115758592,2200
元一名城C区,瑶海,嘉山路,元一名城C区,111,南,3室2厅1卫,HF1690927380631126016,2300
佳源巴黎都市(四期),滨湖新区,方兴,佳源巴黎都市(四期),93,南,3室1厅1卫,HF1690916981965848576,2300
上元公寓,庐阳,亳州,上元公寓,65,南,2室1厅1卫,HF1690941255728496640,2400
森林海花园,政务,笔架山,森林海花园,99,东南,2室1厅1卫,HF1691012392349073408,2400
华润凯旋门二期,政务,荷叶地,华润凯旋门二期,46,东,1室1厅1卫,HF1691022291271417856,2200
新华电脑学院宽越小区,蜀山,井岗镇,新华电脑学院宽越小区,75,南,2室1厅1卫,HF1691037466212958208,2200
置地栢悦湾北区,肥西,肥西,置地栢悦湾北区,127,南,3室2厅2卫,HF1691269937529618432,2200
龙飞明珠花园南区,肥西,肥西,龙飞明珠花园南区,110,南,2室0厅0卫,HF1691284095469879296,2200
沃野花园,蜀山,新产业园,沃野花园,85,南,2室1厅1卫,HF1691071840128073728,2200
国建香榭水都,政务,笔架山,国建香榭水都,44,北,1室1厅1卫,HF1691057637019353088,2300
中振和润华府,包河,包公,中振和润华府,89,南,3室1厅1卫,HF1691305023197151232,2300
西园新村,蜀山,三里庵,西园新村,62,南,3室1厅1卫,HF1691364216834883584,2250
禹洲华侨城三期枫园,肥西,染坊,禹洲华侨城三期枫园,107,东南 南,3室2厅1卫,HF1691340829181870080,2300
华润凯旋门二期,政务,荷叶地,华润凯旋门二期,51,北,1室1厅1卫,HF1691337078383575040,2200
文一名门北郡,长丰,北城,文一名门北郡,113,南,3室1厅2卫,HF1688862256076423168,2200
万科苏高新中央公园,长丰,北城,万科苏高新中央公园,158,东南 南,4室2厅2卫,HF1688835821584515072,2400
新世界公馆,包河,包公,新世界公馆,43,东北,1室1厅1卫,HF1689185732674977792,2200
万达华府,瑶海,方庙,万达华府,98,南,3室2厅1卫,HF1689228834563424256,2400
新华国际公寓,蜀山,南七,新华国际公寓,49,南,1室1厅1卫,HF1689243461875662848,2200
置地栢悦湾北区,肥西,肥西,置地栢悦湾北区,130,南,3室2厅2卫,HF1689477561488244736,2300
上城国际玫瑰苑,庐阳,杏林,上城国际玫瑰苑,46,南,1室1厅1卫,HF1698975039258361856,2200
安三小教师宿舍,庐阳,三孝口,安三小教师宿舍,73,南,3室1厅1卫,HF1699017929300901888,2400
滨湖东方汇,滨湖新区,烟墩,滨湖东方汇,55,南,1室1厅2卫,HF1699000265312567296,2400
家天下三期,新站,七里塘,家天下三期,86,南,3室2厅1卫,HF1699000580883611648,2300
金都华庭三期,庐阳,杏林,金都华庭三期,112,南,3室2厅1卫,HF1698994716575531008,2400
恒基旭辉铂悦天汇,滨湖新区,方兴,恒基旭辉铂悦天汇,152,南,4室2厅2卫,HF1699280210484002816,2300
德邦翠馨居,新站,七里塘,德邦翠馨居,134,南,3室2厅2卫,HF1699372551748190208,2200
染坊社区南苑,肥西,芙蓉,染坊社区南苑,86,南,3室2厅1卫,HF1699380087780016128,2200
信地华地城,肥西,繁华新园,信地华地城,98,南,3室2厅1卫,HF1699420694816751616,2400
华地翡翠蓝湾,肥西,翡翠,华地翡翠蓝湾,111,南,3室1厅1卫,HF1699648424959279104,2300
榆林桥畔2期,包河,工业园,榆林桥畔2期,120,南,3室2厅1卫,HF1699734027524636672,2200
康馨名家,蜀山,稻香村,康馨名家,78,南,2室1厅1卫,HF1699733056677478400,2400
高速时代城一期,滨湖新区,方兴,高速时代城一期,103,南,3室2厅1卫,HF1684535597797998592,2200
招商雍华府,滨湖新区,方兴,招商雍华府,48,北,2室1厅1卫,HF1684864607832768512,2300
滨湖世纪城徽昌苑,滨湖新区,滨湖世纪,滨湖世纪城徽昌苑,89,西南,2室2厅1卫,HF1684887451572633600,2300
碧桂园中堂,滨湖新区,方兴,碧桂园中堂,103,南,3室2厅2卫,HF1684875600247914496,2300
新庄家园,高新,天乐,新庄家园,103,南,4室1厅1卫,HF1685304462358347776,2400
东方蓝海,滨湖新区,环湖CBD,东方蓝海,135,南,3室1厅1卫,HF1685232223965413376,2300
恒大中央广场,瑶海,胜利路,恒大中央广场,68,南,1室1厅1卫,HF1693574056659386368,2400
滨湖世纪城徽昌苑,滨湖新区,滨湖世纪,滨湖世纪城徽昌苑,98,南,4室1厅1卫,HF1693907350336831488,2300
禹洲天玺,肥西,繁华新园,禹洲天玺,110,南,4室2厅1卫,HF1697166071636688896,2200
和昌中央城邦,包河,工业园,和昌中央城邦,81,南,2室1厅1卫,HF1697491160009801728,2200
信地华地城,肥西,繁华新园,信地华地城,85,南 北,3室2厅1卫,HF1697819236216340480,2200
融侨天骏,政务,笔架山,融侨天骏,97,南 北,3室2厅1卫,HF1697903099269611520,2200
世纪阳光花园红阳苑,包河,包公,世纪阳光花园红阳苑,87,南,2室2厅1卫,HF1697918385406345216,2300
和煦园,庐阳,亳州,和煦园,90,南,2室2厅1卫,HF1697917339682471936,2200
家天下四期,新站,七里塘,家天下四期,83,南,2室2厅1卫,HF1697928747858001920,2400
金大地时代天街,经开,莲花,金大地时代天街,60,南,2室1厅1卫,HF1698249992923250688,2300
高速时代首府,包河,工业园,高速时代首府,115,南,3室2厅2卫,HF1703608650209165312,2200
奥园城央壹品,蜀山,稻香村,奥园城央壹品,57,西,1室1厅1卫,HF1703604070834503680,2300
蓬莱御府,肥西,肥西,蓬莱御府,128,东南,4室2厅1卫,HF1703684379873640448,2300
联投新安里A区,滨湖新区,环湖CBD,联投新安里A区,91,南,3室2厅1卫,HF1703676693832531968,2200
南丽湾,包河,工业园,南丽湾,100,南,3室2厅1卫,HF1703626583320821760,2300
百乐门悦府,经开,莲花,百乐门悦府,70,南,2室1厅1卫,HF1703628294269698048,2400
吾悦华府,肥东,肥东,吾悦华府,73,南,2室2厅1卫,HF1703639132900687872,2300
石门路小区,经开,莲花,石门路小区,98,南,3室2厅1卫,HF1709196596408745984,2400
禹洲天玺,肥西,繁华新园,禹洲天玺,103,南,3室2厅1卫,HF1710530593306968064,2400
民政厅大院,庐阳,三孝口,民政厅大院,61,南,2室1厅1卫,HF1710568205627424768,2300
禹洲华侨城二期柳园,肥西,染坊,禹洲华侨城二期柳园,94,南,2室2厅1卫,HF1710565094976389120,2300
求实领势学府,蜀山,西园,求实领势学府,47,东,2室1厅1卫,HF1710584003339223040,2400
淮矿和平盛世,瑶海,明光路,淮矿和平盛世 ,45,北,1室1厅1卫,HF1710581870032322560,2200
高铁都市花园和苑,包河,常青,高铁都市花园和苑,99,南 北,3室2厅1卫,HF1710579772876128256,2400
大溪地天泽轩,蜀山,西园,大溪地天泽轩,58,南,2室1厅1卫,HF1710623824824762368,2300
上城国际新界,庐阳,杏林,上城国际新界,93,东南 南 西南,3室1厅1卫,HF1704900579144237056,2400
蓝鼎星河府,包河,周谷堆,蓝鼎星河府,109,南,3室2厅1卫,HF1682680434967707648,2400
高速时代城二期,滨湖新区,方兴,高速时代城二期,93,南,3室2厅1卫,HF1682625154280062976,2200
高速时代御府（韵园）,肥西,肥西,高速时代御府（韵园）,136,南,3室1厅2卫,HF1682599435776819200,2400
奥园城央壹品,蜀山,稻香村,奥园城央壹品,46,西,1室1厅1卫,HF1682583439376646144,2400
华鼎华馨苑,庐阳,海棠,华鼎华馨苑,84,南,2室2厅1卫,HF1682590670755201024,2300
原树提香,肥西,桃花工业园,原树提香,89,南,3室1厅1卫,HF1682582821559861248,2399
利港银河新城,瑶海,嘉山路,利港银河新城,103,南,2室1厅1卫,HF1682743132518612992,2300
金徽苑小区,蜀山,五里墩,金徽苑小区,74,南,2室2厅1卫,HF1682741314212331520,2300
文一锦门学府里,瑶海,龙岗,文一锦门学府里,97,南,3室2厅1卫,HF1683050312190918656,2300
西环中心广场北区,蜀山,西园,西环中心广场北区,66,西南,2室1厅1卫,HF1655058413819789312,2200
大众巷,庐阳,三孝口,大众巷,56,南,2室1厅1卫,HF1655040911756754944,2200
华润熙云府,新站,七里塘,华润熙云府,104,南 北,4室2厅1卫,HF1655426977307295744,2200
报业园,经开,芙蓉,报业园,80,南,2室2厅1卫,HF1655560892428845056,2250
祥源翡丽城,庐阳,亳州,祥源翡丽城,56,南 北,1室1厅1卫,HF1655092062686543872,2400
旭辉御府,滨湖新区,烟墩,旭辉御府,88,南,2室2厅1卫,HF1655095028822835200,2200
中海滨湖公馆,滨湖新区,环湖CBD,中海滨湖公馆,97,南,3室2厅1卫,HF1655882867814694912,2200
保利海上五月花D区,滨湖新区,环湖CBD,保利海上五月花D区,65,东,1室1厅1卫,HF1656220760496144384,2200
旭辉·翡翠江来,肥西,肥西,旭辉·翡翠江来,118,南,3室2厅1卫,HF1656233892845191168,2200
天珑广场,政务,荷叶地,天珑广场,58,西北,2室2厅1卫,HF1656217181915971584,2400
文一名门湖语,滨湖新区,方兴,文一名门湖语,98,南,3室2厅1卫,HF1699703873331003392,2200
万达银座,滨湖新区,环湖CBD,万达银座,53,东,2室1厅0卫,HF1699979129136349184,2300
海洲景秀世家,瑶海,龙岗,海洲景秀世家,89,南 北,3室2厅1卫,HF1700035470676721664,2200
京华世家,包河,淝河镇,京华世家,90,南,2室1厅1卫,HF1700061783701585920,2400
东海星城,经开,莲花,东海星城,80,南,2室2厅1卫,HF1700099354649427968,2400
公园道1号,蜀山,井岗镇,公园道1号,97,南,3室2厅1卫,HF1700362999333650432,2200
市委机关宿舍,庐阳,逍遥津,市委机关宿舍,45,南,2室0厅1卫,HF1697172838319915008,2200
中昇融智文化科技园,蜀山,新产业园,中昇融智文化科技园,85,西,2室1厅1卫,HF1693912557124845568,2200
经典华城,经开,莲花,经典华城,56,南,2室1厅1卫,HF1693924274093424640,2200
金地国际城,包河,周谷堆,金地国际城,54,西南,2室2厅1卫,HF1693895109910724608,2300
高铁都市花园和苑,包河,常青,高铁都市花园和苑,104,南,3室2厅1卫,HF1694273251477291008,2300
枫丹白鹭湖公馆,蜀山,新产业园,枫丹白鹭湖公馆,100,南,2室1厅1卫,HF1694266395874820096,2400
包河花园D区,包河,工业园,包河花园D区,103,南,3室2厅1卫,HF1694186351131361280,2400
曙宏新村,包河,常青,曙宏新村,111,南,3室2厅1卫,HF1694328428855033856,2400
春华苑,包河,常青,春华苑,67,南,2室1厅1卫,HF1694335301280858112,2400
百乐门悦府,经开,莲花,百乐门悦府,86,南,3室1厅1卫,HF1694633389484670976,2400
禹洲中央城,新站,七里塘,禹洲中央城,89,南,3室2厅1卫,HF1694618810897661952,2300
博威香山丽舍,蜀山,新产业园,博威香山丽舍,92,南,3室2厅1卫,HF1695025822739464192,2400
创智广场,包河,包公,创智广场,100,南,2室1厅1卫,HF1695032379778793472,2300
中辰国际大厦,政务,荷叶地,中辰国际大厦,85,南,2室1厅1卫,HF1695032667814232064,2200
紫云花园,经开,锦绣,紫云花园,84,南,3室1厅1卫,HF1694996459633508352,2200
花园锦绣大地城,肥西,桃花工业园,花园锦绣大地城,112,南,3室2厅2卫,HF1694930620947365888,2400
博澳丽苑,高新,天乐,博澳丽苑,80,南,2室2厅1卫,HF1694710194170232832,2400
信达庐阳府,庐阳,林店,信达庐阳府,110,南,3室2厅1卫,HF1692775606439116800,2300
汇林园,经开,莲花,汇林园,82,南,3室2厅1卫,HF1692810491191099392,2200
创智广场,包河,包公,创智广场,74,南,2室1厅1卫,HF1693218060212633600,2300
旭辉御府,滨湖新区,烟墩,旭辉御府,95,南,3室2厅1卫,HF1698233710626734080,2200
香江生态丽景B区,新站,七里塘,香江生态丽景B区,150,南 北,5室3厅2卫,HF1698208308696973312,2200
邮电东村,包河,芜湖路,邮电东村,66,南 北,2室1厅1卫,HF1698189237725167616,2300
琥珀北村,蜀山,琥珀,琥珀北村,69,南 北,2室2厅1卫,HF1698272798650138624,2200
