title,location,building_location1,building_location2,area,direction,type,description,price
大连西路4弄,杨浦,鞍山,大连西路4弄,47,南,2室1厅1卫,SH1716087289299337216,6800
上南五村,浦东,世博,上南五村,57,南,2室1厅1卫,SH1718623315901284352,6300
剑桥馨苑,闵行,颛桥,剑桥馨苑,107,南,3室2厅2卫,SH1718959173145722880,6700
恒盛豪庭,宝山,高境,恒盛豪庭,91,南 北,2室1厅1卫,SH1719282658078359552,6600
金杨新村九街坊,浦东,金杨,金杨新村九街坊,72,南,3室1厅1卫,SH1712678322133008384,6500
鞍山八村,杨浦,鞍山,鞍山八村,55,南,2室0厅1卫,SH1700014985725345792,6700
桂莘小区,徐汇,康健,桂莘小区,71,南,2室1厅1卫,SH1705073960024014848,6100
荷五小区,浦东,金桥,荷五小区,35,南,3室1厅1卫,SH1716079606655614976,6800
虹桥1号,闵行,华漕,虹桥1号,91,南,2室2厅1卫,SH1675750213098143744,6800
富源小区,普陀,长寿路,富源小区,34,南,1室1厅1卫,SH1710210389473492992,6500
光明·唐镇壹号,浦东,唐镇,光明·唐镇壹号,109,南 北,2室2厅2卫,SH1714526358543007744,6500
水清三村,闵行,莘庄北广场,水清三村,102,南,3室2厅1卫,SH1709064684499369984,6500
泰宸苑,普陀,长征,泰宸苑,72,南,2室1厅1卫,SH1698982410454040576,6500
华丰路12号,浦东,南码头,华丰路12号,67,东,2室1厅1卫,SH1700826066270027776,6200
奥林匹克花园,松江,九亭,奥林匹克花园,91,南 北,2室2厅1卫,SH1709135604660305920,6300
嘉和阳光城,松江,九亭,嘉和阳光城,107,南,2室2厅1卫,SH1677561056982990848,6500
和源名城,静安,彭浦,和源名城,80,南,2室1厅1卫,SH1692841070083178496,6200
绿地香颂(浦东)(公寓),浦东,三林,绿地香颂(浦东)(公寓),89,南,2室2厅1卫,SH1703365879414128640,6500
虹桥小区,长宁,虹桥,虹桥小区,48,南,2室1厅1卫,SH1715304455139753984,6500
灵石路896弄,静安,大宁,灵石路896弄,72,南,2室1厅1卫,SH1706568573670916096,6500
圣和圣广场丽晶馆,静安,西藏北路,圣和圣广场丽晶馆,59,南,1室1厅1卫,SH1714111687184875520,6800
龙华西路309弄,徐汇,万体馆,龙华西路309弄,60,南 北,2室0厅1卫,SH1695649826269560832,6400
五岭小区,黄浦,打浦桥,五岭小区,39,南,1室1厅1卫,SH1707302958833598464,6500
梅陇八村,徐汇,华东理工,梅陇八村,53,南,1室1厅1卫,SH1703271393971404800,6200
保利熙悦名邸,宝山,上大,保利熙悦名邸,98,南 北,3室2厅2卫,SH1713528199754809344,6600
高行绿洲(六期),浦东,高行,高行绿洲(六期),74,南,2室2厅1卫,SH1713049645736787968,6500
浦联佳苑,静安,阳城,浦联佳苑,73,南,2室1厅1卫,SH1701500739114762240,6500
汪家井小区,普陀,甘泉宜川,汪家井小区,56,南 北,2室1厅1卫,SH1717472800303742976,6300
绿厦小区,静安,西藏北路,绿厦小区,41,南,1室1厅1卫,SH1710602566175293440,6600
云舫小区,虹口,北外滩,云舫小区,48,南,1室1厅1卫,SH1711988554902536192,6500
摩卡小城,松江,九亭,摩卡小城,111,南 北,3室2厅1卫,SH1680204698939817984,6500
东陆新村七街坊,浦东,金桥,东陆新村七街坊,72,南,3室1厅1卫,SH1676256982002040832,6400
龙柏二村,闵行,龙柏,龙柏二村,55,南,2室1厅1卫,SH1684897959470170112,6500
淞南老五村,宝山,淞南,淞南老五村,76,南,3室1厅1卫,SH1689914708955496448,6300
财富国际广场,杨浦,五角场,财富国际广场,56,南,1室0厅1卫,SH1684760703258329088,6800
尚峰名邸,浦东,杨思前滩,尚峰名邸,47,南,1室1厅1卫,SH1692898879042748416,6790
天安豪园,闵行,静安新城,天安豪园,50,南,1室1厅1卫,SH1691375931622424576,6500
紫竹小区,长宁,北新泾,紫竹小区,65,南,2室1厅1卫,SH1690940965935644672,6200
海韵茗庭,浦东,高行,海韵茗庭,146,南 北,3室1厅2卫,SH1694302154614898688,6500
9号公馆,松江,泗泾,9号公馆,98,南,3室2厅2卫,SH1696102619178598400,6400
永业小区,浦东,金桥,永业小区,93,南,3室1厅1卫,SH1700179539520389120,6800
祥和星宇花园(一期),普陀,桃浦,祥和星宇花园(一期),106,南,2室2厅1卫,SH1701855147451219968,6500
连城新苑,浦东,高行,连城新苑,93,南,2室2厅1卫,SH1704356401540759552,6300
锦博苑,浦东,北蔡,锦博苑,79,南,2室1厅1卫,SH1701545698798862336,6590
新东苑国际酒店式公寓,闵行,金汇,新东苑国际酒店式公寓,60,南,1室1厅1卫,SH1704704990641127424,6500
中环一号三期,宝山,大华,中环一号三期,87,南,2室2厅1卫,SH1705766787338993664,6500
万科公园大道,闵行,老闵行,万科公园大道,123,南 北,3室2厅1卫,SH1705191714479669248,6200
保利茉莉公馆一期,闵行,浦江,保利茉莉公馆一期,83,南 北,2室2厅1卫,SH1705844376468455424,6800
程家桥路211弄,闵行,金虹桥,程家桥路211弄,70,南,2室1厅1卫,SH1707721849334398976,6200
9号公馆,松江,泗泾,9号公馆,97,南,3室1厅2卫,SH1706225670452936704,6400
锦博苑,浦东,北蔡,锦博苑,79,南,2室1厅1卫,SH1701545698798862336,6590
新东苑国际酒店式公寓,闵行,金汇,新东苑国际酒店式公寓,60,南,1室1厅1卫,SH1704704990641127424,6500
中环一号三期,宝山,大华,中环一号三期,87,南,2室2厅1卫,SH1705766787338993664,6500
万科公园大道,闵行,老闵行,万科公园大道,123,南 北,3室2厅1卫,SH1705191714479669248,6200
保利茉莉公馆一期,闵行,浦江,保利茉莉公馆一期,83,南 北,2室2厅1卫,SH1705844376468455424,6800
程家桥路211弄,闵行,金虹桥,程家桥路211弄,70,南,2室1厅1卫,SH1707721849334398976,6200
9号公馆,松江,泗泾,9号公馆,97,南,3室1厅2卫,SH1706225670452936704,6400
华润中央公园一期(北)(浩翔路99弄)(公寓),嘉定,南翔,华润中央公园一期(北)(浩翔路99弄)(公寓),106,东 南,3室2厅1卫,SH1706714630316883968,6600
保利蔚蓝林语,浦东,临港新城,保利蔚蓝林语,152,南 北,4室3厅4卫,SH1708106456030511104,6500
建西小区,徐汇,建国西路,建西小区,36,南,1室1厅1卫,SH1709075652121985024,6290
中福花苑,黄浦,蓬莱公园,中福花苑,42,北,1室1厅1卫,SH1705956278137782272,6200
浦江东旭公寓1443弄,浦东,高行,浦江东旭公寓1443弄,86,南,2室1厅1卫,SH1707627353322029056,6500
绿洲香岛花园,松江,莘闵别墅,绿洲香岛花园,89,南 北,2室2厅2卫,SH1708124532478312448,6500
田林一村,徐汇,田林,田林一村,45,南,2室1厅1卫,SH1708066200791023616,6100
兴业嘉园,浦东,潍坊,兴业嘉园,52,西,1室1厅1卫,SH1709081137541808128,6300
阳城花园,静安,阳城,阳城花园,88,南 北,2室2厅1卫,SH1708121011095863296,6500
文华苑(宝山),宝山,大华,文华苑(宝山),74,南,2室1厅1卫,SH1709543317726822400,6300
广友小区,长宁,北新泾,广友小区,79,南 北,3室1厅1卫,SH1710236529734975488,6800
文华苑(宝山),宝山,大华,文华苑(宝山),74,南,2室1厅1卫,SH1709543317726822400,6300
广友小区,长宁,北新泾,广友小区,79,南 北,3室1厅1卫,SH1710236529734975488,6800
宁泉新苑,普陀,真如,宁泉新苑,50,南,2室1厅1卫,SH1710278520342577152,6300
万科翡翠公园（商用）,浦东,张江,万科翡翠公园（商用）,70,东南,2室1厅1卫,SH1709528519505084416,6800
金杨新村四街坊,浦东,金杨,金杨新村四街坊,70,南,2室1厅1卫,SH1710297328243441664,6300
杰圣家苑,宝山,高境,杰圣家苑,86,南,2室1厅1卫,SH1710306005444722688,6300
梅岭苑,普陀,曹杨,梅岭苑,68,南,2室1厅1卫,SH1711354291203080192,6200
德西大楼,浦东,世博,德西大楼,68,东南,2室1厅1卫,SH1710980622459076608,6290
凯旋花园,普陀,万里,凯旋花园,104,南,2室2厅1卫,SH1710646411407654912,6200
梧桐城邦(一期),宝山,大华,梧桐城邦(一期),98,南 北,2室2厅1卫,SH1711007803650342912,6200
金杨新村三街坊,浦东,金杨,金杨新村三街坊,57,南,2室1厅1卫,SH1712113706961207296,6300
法华镇路635弄,长宁,新华路,法华镇路635弄,61,南,2室1厅1卫,SH1712314264657592320,6800
联城花苑,浦东,世博,联城花苑,78,南,2室1厅1卫,SH1712328870935396352,6760
新都名园,闵行,七宝,新都名园,82,南,2室2厅1卫,SH1712786717058007040,6500
高荣小区,静安,曹家渡,高荣小区,45,南,1室1厅1卫,SH1712842900141768704,6300
本溪路165弄,杨浦,鞍山,本溪路165弄,53,南,2室0厅1卫,SH1711687837906108416,6300
双花公寓,杨浦,黄兴公园,双花公寓,71,东,2室1厅1卫,SH1711418453455273984,6300
鞍山八村,杨浦,鞍山,鞍山八村,55,南,2室0厅1卫,SH1700014985725345792,6700
荷五小区,浦东,金桥,荷五小区,35,南,3室1厅1卫,SH1716079606655614976,6800
虹桥1号,闵行,华漕,虹桥1号,91,南,2室2厅1卫,SH1675750213098143744,6800
金地玺湾,松江,泗泾,金地玺湾,90,南,3室2厅1卫,SH2538789531339980800,6400
佳虹小区,浦东,金桥,佳虹小区,65,南 北,2室1厅1卫,SH1687309056546439168,6200
玉田新村,虹口,曲阳,玉田新村,65,南 北,2室1厅1卫,SH1709485055111331840,6300
乐山四五村,徐汇,徐家汇,乐山四五村,48,南,2室1厅1卫,SH1631167502077657088,6200
龚家宅,普陀,甘泉宜川,龚家宅,69,东南,2室1厅1卫,SH1683034159754248192,6500
牡丹新村,闵行,七宝,牡丹新村,66,南,2室1厅1卫,SH1708318078141464576,6500
上南七村,浦东,世博,上南七村,50,南,2室1厅1卫,SH1699745260256624640,6200
兴业嘉园,浦东,潍坊,兴业嘉园,51,西南,1室1厅1卫,SH1719598522203897856,6400
浦江世博家园十三街坊,闵行,浦江,浦江世博家园十三街坊,85,南 北,2室2厅1卫,SH1710294483163152384,6300
绿地蔷薇九里(公寓),松江,松江大学城,绿地蔷薇九里(公寓),109,南,3室2厅2卫,SH1706142043073413120,6800
大华锦绣四季,宝山,顾村,大华锦绣四季,98,南 北,3室2厅2卫,SH1693860064793722880,6200
招商海德名门,宝山,杨行,招商海德名门,123,南,3室2厅2卫,SH1693967022305574912,6200
华润中央公园一期(北)(浩翔路99弄)(公寓),嘉定,南翔,华润中央公园一期(北)(浩翔路99弄)(公寓),106,东 南,3室2厅1卫,SH1706714630316883968,6600
保利蔚蓝林语,浦东,临港新城,保利蔚蓝林语,152,南 北,4室3厅4卫,SH1708106456030511104,6500
建西小区,徐汇,建国西路,建西小区,36,南,1室1厅1卫,SH1709075652121985024,6290
中福花苑,黄浦,蓬莱公园,中福花苑,42,北,1室1厅1卫,SH1705956278137782272,6200
宁泉新苑,普陀,真如,宁泉新苑,50,南,2室1厅1卫,SH1710278520342577152,6300
万科翡翠公园（商用）,浦东,张江,万科翡翠公园（商用）,70,东南,2室1厅1卫,SH1709528519505084416,6800
金杨新村四街坊,浦东,金杨,金杨新村四街坊,70,南,2室1厅1卫,SH1710297328243441664,6300
杰圣家苑,宝山,高境,杰圣家苑,86,南,2室1厅1卫,SH1710306005444722688,6300
梅岭苑,普陀,曹杨,梅岭苑,68,南,2室1厅1卫,SH1711354291203080192,6200
金鹿大楼,黄浦,淮海中路,金鹿大楼,45,东,1室1厅1卫,SH1713094910132879360,6800
益民小区,杨浦,周家嘴路,益民小区,65,南,2室1厅1卫,SH1712103816062566400,6500
上缝小区,徐汇,龙华,上缝小区,53,南,2室1厅1卫,SH1712754445126729728,6500
鹏裕苑,浦东,北蔡,鹏裕苑,58,南,2室1厅1卫,SH1710641629670408192,6200
金巷小区,浦东,金桥,金巷小区,75,南 北,2室2厅1卫,SH1697463831841734656,6400
春申玫瑰苑,闵行,莘庄南广场,春申玫瑰苑,96,南 北,2室1厅2卫,SH1719263127972872192,6200
民悦苑,宝山,张庙,民悦苑,68,南,2室1厅1卫,SH1712322790977175552,6500
中江小区,普陀,长风,中江小区,50,南,1室1厅1卫,SH1713123136645365760,6300
金芙苑,浦东,金杨,金芙苑,92,南,2室1厅1卫,SH1692830313467609088,6400
天恒名城,闵行,颛桥,天恒名城,126,南,2室2厅2卫,SH1704422052871536640,6500
同济城市阳光,宝山,大场镇,同济城市阳光,99,南 北,3室2厅1卫,SH1700428849952587776,6800
罗山七村,浦东,金杨,罗山七村,62,南,2室1厅1卫,SH1713060113155096576,6500
华山路1100弄,长宁,镇宁路,华山路1100弄,60,南,2室1厅1卫,SH1683781758543200256,6200
车站新村(普陀),普陀,真如,车站新村(普陀),70,南,2室1厅1卫,SH1698643120272441344,6400
龙柏四村三小区,闵行,龙柏,龙柏四村三小区,62,南,2室1厅1卫,SH1676925927621132288,6500
平凉路245弄,杨浦,东外滩,平凉路245弄,44,南 北,2室0厅1卫,SH1708050052020174848,6500
绿园十二村,长宁,北新泾,绿园十二村,72,南,2室1厅1卫,SH1717875840420675584,6500
三门路485弄,宝山,高境,三门路485弄,59,南,2室1厅1卫,SH1719239430411124736,6200
泾东小区,浦东,洋泾,泾东小区,64,东南,2室1厅1卫,SH1713540597882552320,6200
海阳新村,浦东,杨思前滩,海阳新村,53,南,1室1厅1卫,SH1703400274397233152,6200
金枫里,虹口,江湾镇,金枫里,75,南,2室1厅1卫,SH1719191528527626240,6200
胶州路524弄,静安,江宁路,胶州路524弄,30,南 北,1室1厅1卫,SH1702660167843184640,6200
爱建小区,长宁,虹桥,爱建小区,47,南,2室1厅1卫,SH1719548598254829568,6500
潍坊六村,浦东,潍坊,潍坊六村,32,南,1室1厅1卫,SH1689915537728995328,6200
9号公馆,松江,泗泾,9号公馆,79,南,2室2厅1卫,SH1697513748811481088,6200
五岭小区,黄浦,打浦桥,五岭小区,39,南,1室1厅1卫,SH1707302958833598464,6500
梅陇八村,徐汇,华东理工,梅陇八村,53,南,1室1厅1卫,SH1703271393971404800,6200
杉林新月环林东路875弄,浦东,三林,杉林新月环林东路875弄,85,南 北,2室2厅1卫,SH1704836180400406528,6370
瞿溪路904弄,黄浦,五里桥,瞿溪路904弄,37,南,1室1厅1卫,SH1688147198346264576,6500
思南路115弄,黄浦,打浦桥,思南路115弄,32,南,1室0厅1卫,SH1702547577687244800,6800
国和路600弄,杨浦,中原,国和路600弄,80,南 北,3室1厅1卫,SH1660961562057244672,6700
狮城花苑,徐汇,龙华,狮城花苑,43,南,1室1厅1卫,SH1705113196202819584,6400
紫翠苑,浦东,高行,紫翠苑,82,南 北,2室2厅1卫,SH1704064152470814720,6800
车站新村(普陀),普陀,真如,车站新村(普陀),83,南 北,2室2厅1卫,SH1699634177328021504,6300
金旋小区,浦东,北蔡,金旋小区,75,南,2室1厅1卫,SH1705511315809763328,6500
竹园新村(浦东),浦东,源深,竹园新村(浦东),42,南,2室1厅1卫,SH1693884971896274944,6800
宛南五村,徐汇,龙华,宛南五村,46,南,2室0厅1卫,SH1708404767048335360,6200
乐山四五村,徐汇,徐家汇,乐山四五村,48,南,2室1厅1卫,SH1631167502077657088,6200
佳伟小区,虹口,凉城,佳伟小区,87,南,3室1厅1卫,SH1697961781302919168,6800
零陵小区,徐汇,徐家汇,零陵小区,35,南,1室1厅1卫,SH1693909503134662656,6499
健乐小区,黄浦,新天地,健乐小区,33,南,1室1厅1卫,SH1704338271036768256,6800
骏豪国际,静安,南京西路,骏豪国际,53,南,1室1厅1卫,SH1678632032621559808,6500
天池一村,浦东,北蔡,天池一村,61,南,2室1厅1卫,SH1718182698507304960,6200
长岛公寓,浦东,金桥,长岛公寓,85,南,2室1厅1卫,SH1710957603376332800,6800
意和家园,虹口,凉城,意和家园,95,南 北,2室1厅1卫,SH1705516853519974400,6500
锦秋花园,宝山,上大,锦秋花园,89,南,2室2厅1卫,SH1710525559122952192,6500
紫翠苑,浦东,高行,紫翠苑,82,南 北,2室2厅1卫,SH1704064152470814720,6800
中虹华苑,嘉定,江桥,中虹华苑,78,南,3室2厅1卫,SH1715685566571347968,6800
万安公寓,虹口,江湾镇,万安公寓,103,南,4室1厅1卫,SH1680210049428881408,6300
巴黎时韵,徐汇,建国西路,巴黎时韵,43,南,1室1厅1卫,SH1713146877173563392,6500
星尚湾名邸,青浦,华新,星尚湾名邸,140,南 西 北,3室2厅1卫,SH1685569686852337664,6500
春申景城湖滨晨韵,闵行,春申,春申景城湖滨晨韵,64,南,2室2厅1卫,SH1696454177909112832,6800
三乐新村,静安,江宁路,三乐新村,46,南,2室1厅1卫,SH1678237474658189312,6500
虹梅花苑,长宁,西郊,虹梅花苑,72,南,1室2厅1卫,SH1665268958854381568,6600
梅川二街坊,普陀,长风,梅川二街坊,59,南 北,2室1厅1卫,SH1709417985308884992,6200
巨东小区,浦东,洋泾,巨东小区,55,南,2室1厅1卫,SH1704110746947813376,6400
健乐小区,黄浦,新天地,健乐小区,33,南,1室1厅1卫,SH1704338271036768256,6800
骏豪国际,静安,南京西路,骏豪国际,53,南,1室1厅1卫,SH1678632032621559808,6500
同济城市阳光,宝山,大场镇,同济城市阳光,99,南,3室2厅1卫,SH1676793773859799040,6300
天池一村,浦东,北蔡,天池一村,61,南,2室1厅1卫,SH1718182698507304960,6200
由由民丰苑,浦东,北蔡,由由民丰苑,107,南 北,2室2厅1卫,SH1707336848713449472,6800
番禺小区,徐汇,徐家汇,番禺小区,40,南,1室1厅1卫,SH1707360685790330880,6500
新华联奥莱悦府,青浦,赵巷,新华联奥莱悦府,83,南,2室1厅1卫,SH1704060116262715392,6600
汇众康定小区,静安,曹家渡,汇众康定小区,40,南,1室1厅1卫,SH1704066349950566400,6200
新宁小区,长宁,天山,新宁小区,56,南,2室1厅1卫,SH1704103524779950080,6600
杨浦欣园西区,杨浦,黄兴公园,杨浦欣园西区,76,南 北,2室1厅1卫,SH1705451285886533632,6700
杨泰二村,宝山,杨行,杨泰二村,87,南,3室1厅1卫,SH1704359195035303936,6500
桂平小区,徐汇,康健,桂平小区,77,南,2室1厅1卫,SH1706920216857935872,6500
蒙西小区,黄浦,五里桥,蒙西小区,46,北,1室1厅1卫,SH1707983937327857664,6500
广中苑,静安,大宁,广中苑,103,南 北,3室2厅1卫,SH1689576910335508480,6800
陆家浜路1382弄,黄浦,蓬莱公园,陆家浜路1382弄,42,南,1室1厅1卫,SH1665946709626191872,6800
长桥一村,徐汇,长桥,长桥一村,70,东,2室2厅1卫,SH1714903727241953280,6300
老沪太路250弄,静安,大宁,老沪太路250弄,48,南 北,2室1厅1卫,SH1706652090484391936,6200
泗水和鸣,松江,泗泾,泗水和鸣,86,南,3室2厅1卫,SH1688782745527910400,6800
峨山小区,浦东,塘桥,峨山小区,40,南,1室1厅1卫,SH1716701556117602304,6500
仙蓉花苑,长宁,仙霞,仙蓉花苑,46,南 北,2室1厅1卫,SH1694910377210413056,6200
江桥佳苑,嘉定,江桥,江桥佳苑,87,南,2室2厅1卫,SH1708717865063940096,6400
罗山二村,浦东,金杨,罗山二村,61,南,2室1厅1卫,SH1704480083768508416,6300
漕溪三村,徐汇,万体馆,漕溪三村,61,南 北,2室1厅1卫,SH1707715155132940288,6600
梅香苑西苑,闵行,梅陇,梅香苑西苑,62,南,1室1厅1卫,SH1683483890624233472,6400
绿地清猗园(威廉公馆三期),嘉定,南翔,绿地清猗园(威廉公馆三期),89,南,2室2厅1卫,SH1709134961048551424,6500
罗山一村,浦东,金杨,罗山一村,47,南,2室1厅1卫,SH1712403969889796096,6800
曹杨花苑,普陀,真如,曹杨花苑,82,南,2室2厅1卫,SH1694719837114204160,6500
同济城市阳光,宝山,大场镇,同济城市阳光,82,南,2室2厅1卫,SH1688526866698207232,6800
梧桐城邦三期,宝山,大华,梧桐城邦三期,89,南 北,3室2厅1卫,SH1686020164748836864,6500
一天下大厦,静安,不夜城,一天下大厦,46,南,1室1厅1卫,SH1693966755350708224,6800
幸福小镇,浦东,高行,幸福小镇,98,南 北,2室2厅1卫,SH1709056833164935168,6200
番禺路385弄,长宁,新华路,番禺路385弄,48,南,2室1厅1卫,SH1696033921336082432,6700
罗山七村,浦东,金杨,罗山七村,62,南,2室1厅1卫,SH1713060113155096576,6500
天恒名城,闵行,颛桥,天恒名城,126,南,2室2厅2卫,SH1704422052871536640,6500
同济城市阳光,宝山,大场镇,同济城市阳光,99,南 北,3室2厅1卫,SH1700428849952587776,6800
华山路1100弄,长宁,镇宁路,华山路1100弄,60,南,2室1厅1卫,SH1683781758543200256,6200
浦江世博家园十三街坊,闵行,浦江,浦江世博家园十三街坊,85,南 北,2室2厅1卫,SH1710294483163152384,6300
兴业嘉园,浦东,潍坊,兴业嘉园,51,西南,1室1厅1卫,SH1719598522203897856,6400
云舫小区,虹口,北外滩,云舫小区,48,南,1室1厅1卫,SH1711988554902536192,6500
涞港星苑,闵行,华漕,涞港星苑,94,南,3室1厅3卫,SH1692419982631108608,6500
绿地蔷薇九里(公寓),松江,松江大学城,绿地蔷薇九里(公寓),109,南,3室2厅2卫,SH1706142043073413120,6800
保利熙悦名邸,宝山,上大,保利熙悦名邸,98,南 北,3室2厅2卫,SH1713528199754809344,6600
高行绿洲(六期),浦东,高行,高行绿洲(六期),74,南,2室2厅1卫,SH1713049645736787968,6500
浦联佳苑,静安,阳城,浦联佳苑,73,南,2室1厅1卫,SH1701500739114762240,6500
上海春城,闵行,春申,上海春城,116,南 北,2室2厅1卫,SH1704701989826330624,6500
汪家井小区,普陀,甘泉宜川,汪家井小区,56,南 北,2室1厅1卫,SH1717472800303742976,6300
龙盛佳苑,静安,阳城,龙盛佳苑,60,南,2室1厅1卫,SH1708409057603223552,6500
绿厦小区,静安,西藏北路,绿厦小区,41,南,1室1厅1卫,SH1710602566175293440,6600
车站新村(普陀),普陀,真如,车站新村(普陀),83,南 北,2室2厅1卫,SH1699634177328021504,6300
东南新村(浦东),浦东,陆家嘴,东南新村(浦东),30,南,2室1厅2卫,SH1677617809212833792,6500
德州七村,浦东,世博,德州七村,58,南,2室1厅1卫,SH1704699244440453120,6700
中福花苑,黄浦,蓬莱公园,中福花苑,42,东,1室1厅1卫,SH1714210749649256448,6600
金旋小区,浦东,北蔡,金旋小区,75,南,2室1厅1卫,SH1705511315809763328,6500
柿子湾小区,徐汇,徐家汇,柿子湾小区,52,南,2室1厅1卫,SH1711286668738166784,6800
中福花苑,黄浦,蓬莱公园,中福花苑,42,北,1室1厅1卫,SH1660163089007378432,6200
申泉小区,杨浦,东外滩,申泉小区,46,南,2室1厅1卫,SH1704072140900270080,6500
潍坊二村,浦东,潍坊,潍坊二村,48,南 北,2室1厅1卫,SH1704348625628299264,6200
兴浦新村,杨浦,中原,兴浦新村,74,南 北,2室1厅1卫,SH1701459878070976512,6300
绿苑(闸北),静安,大宁,绿苑(闸北),75,南 北,3室1厅1卫,SH1717029292107366400,6800
钦州花苑,徐汇,田林,钦州花苑,55,南,1室1厅2卫,SH1713091228653846528,6200
竹园新村(浦东),浦东,源深,竹园新村(浦东),42,南,2室1厅1卫,SH1693884971896274944,6800
宛南五村,徐汇,龙华,宛南五村,46,南,2室0厅1卫,SH1708404767048335360,6200
长风二村风荷园,普陀,长风,长风二村风荷园,43,南,2室1厅1卫,SH1694617179921580032,6200
天山五村,长宁,仙霞,天山五村,40,南,1室1厅1卫,SH1666760476274458624,6800
上南七村,浦东,世博,上南七村,70,南 北,3室1厅1卫,SH1717146350149173248,6500
紫翠苑,浦东,高行,紫翠苑,82,南,2室2厅1卫,SH1681567544109957120,6300
栖山小区,浦东,洋泾,栖山小区,55,南,2室1厅1卫,SH1719548651778342912,6200
浦发绿城浦三路2801弄,浦东,三林,浦发绿城浦三路2801弄,74,南 北,2室2厅1卫,SH1690555514443792384,6300
红柿苑,浦东,三林,红柿苑,109,南,3室2厅1卫,SH1712378667084021760,6500
春申玫瑰苑,闵行,莘庄南广场,春申玫瑰苑,96,南,2室2厅1卫,SH1709146469539250176,6600
一天下大厦,静安,不夜城,一天下大厦,46,南,1室1厅1卫,SH1693966755350708224,6800
竹园新村(浦东),浦东,源深,竹园新村(浦东),42,南,2室1厅1卫,SH1713472508566437888,6600
天山五村,长宁,仙霞,天山五村,40,南,1室1厅1卫,SH1666760476274458624,6800
城市方园,杨浦,中原,城市方园,70,南,2室1厅1卫,SH1664240646103236608,6800
民主紫竹苑,宝山,张庙,民主紫竹苑,81,南,2室1厅1卫,SH1717783401668280320,6200
徐虹北路28弄,徐汇,徐家汇,徐虹北路28弄,51,南,2室1厅1卫,SH1703680495058944000,6500
中冶翔腾,嘉定,南翔,中冶翔腾,84,南,2室2厅1卫,SH1712010527523209216,6600
爱博二村,闵行,华漕,爱博二村,90,南,3室1厅1卫,SH1703347294104977408,6600
屹立家园,宝山,共康,屹立家园,92,南,2室1厅1卫,SH1700791463186530304,6300
春申玫瑰苑,闵行,莘庄南广场,春申玫瑰苑,100,南 北,2室2厅1卫,SH1707026403414769664,6500
象屿上海年华,松江,莘闵别墅,象屿上海年华,106,南,3室2厅2卫,SH1706600247641243648,6400
水霞小区,长宁,仙霞,水霞小区,49,南,2室0厅1卫,SH1715969081535889408,6500
原林小区,虹口,曲阳,原林小区,74,南,2室1厅1卫,SH1683401749827682304,6700
长岛公寓,浦东,金桥,长岛公寓,85,南,2室1厅1卫,SH1710957603376332800,6800
滨江小区,徐汇,徐汇滨江,滨江小区,68,南,2室1厅1卫,SH1678697496936710144,6200
培育苑,浦东,北蔡,培育苑,61,南 北,2室1厅1卫,SH1697885741683572736,6200
杉林新月环林东路799弄,浦东,三林,杉林新月环林东路799弄,78,南 北,2室1厅1卫,SH1713484061529341952,6500
恒升大厦,黄浦,蓬莱公园,恒升大厦,35,东 北,1室1厅1卫,SH1718967083896668160,6500
虹桥金茂悦,青浦,华新,虹桥金茂悦,99,南,3室1厅2卫,SH1699316814741241856,6800
政通路305弄,杨浦,五角场,政通路305弄,50,南 北,2室1厅1卫,SH1697519283115917312,6400
广盛苑,静安,阳城,广盛苑,90,南,1室1厅1卫,SH1690712081642291200,6500
微山二村,浦东,塘桥,微山二村,50,南 北,2室0厅1卫,SH1715202606218870784,6500
明天华城,浦东,周浦,明天华城,90,南,2室2厅1卫,SH1714940099273162752,6600
东镇小区,长宁,新华路,东镇小区,39,南,1室1厅1卫,SH1714258835763363840,6400
靖宇大楼,杨浦,黄兴公园,靖宇大楼,110,南,2室2厅1卫,SH1717443426728804352,6500
幸福小区,长宁,新华路,幸福小区,45,南,2室0厅1卫,SH1700891892637499392,6800
同济佳苑,静安,曹家渡,同济佳苑,54,北,1室1厅1卫,SH1700082570592518144,6700
上海源花城,松江,九亭,上海源花城,125,南,3室2厅2卫,SH1711716283101216768,6800
宝景苑,宝山,淞南,宝景苑,102,南 北,2室2厅1卫,SH1701952494147469312,6500
绿梅公寓(罗阳路111弄),闵行,梅陇,绿梅公寓(罗阳路111弄),124,南 北,3室2厅2卫,SH1706936005275156480,6600
幸之苑,宝山,高境,幸之苑,94,南,2室1厅1卫,SH1704378053192318976,6800
万业梦立方,松江,泗泾,万业梦立方,96,南,3室2厅1卫,SH1705490630806863872,6800
上钞苑,普陀,长风,上钞苑,69,南,2室1厅1卫,SH1707632579097657344,6300
奎照路411弄,虹口,江湾镇,奎照路411弄,83,南 北,2室2厅1卫,SH1705509995019239424,6500
龙南五村,徐汇,龙华,龙南五村,54,南,2室1厅1卫,SH1707686460431269888,6700
安化路183号,长宁,中山公园,安化路183号,31,南,1室1厅1卫,SH1707711668668071936,6600
盛大天地青春里2.0,浦东,张江,盛大天地青春里2.0,50,南,2室2厅2卫,SH1707717628555952128,6500
华亭路11号,徐汇,衡山路,华亭路11号,29,南,1室0厅1卫,SH1705607327635210240,6500
上缝小区,徐汇,龙华,上缝小区,51,南,2室1厅1卫,SH1707761327872671744,6300
