title,location,building_location1,building_location2,area,direction,type,description,price
海月花园三期,南山区,蛇口,海月花园三期,135,东南,4室1厅2卫,SZ1671381944098619392,16500
花园城三期,南山区,蛇口,花园城三期,179,南,4室2厅2卫,SZ1671721170619072512,16000
金地国际公寓,南山区,科技园,金地国际公寓,139,南,3室2厅2卫,SZ1671825915350351872,18000
半岛城邦花园三期,南山区,蛇口,半岛城邦花园三期,85,东南,2室1厅1卫,SZ1671848519062781952,18500
悠然天地家园,南山区,南头,悠然天地家园,107,东,3室1厅2卫,SZ1671857335808557056,15000
丽晶大厦,罗湖区,万象城,丽晶大厦,213,东,5室2厅3卫,SZ1671854419697729536,20000
宝能公馆,福田区,竹子林,宝能公馆,82,北,1室1厅1卫,SZ1671837438269456384,18000
港丽豪园,福田区,福田中心,港丽豪园,105,南,3室2厅1卫,SZ1672111006723080192,13500
御河堤,福田区,上步,御河堤,127,南 北,3室2厅1卫,SZ1651072401087135744,15000
招商前海·领尚公馆,南山区,前海,招商前海·领尚公馆,92,南,2室1厅1卫,SZ1651123704555372544,16000
香格丽苑,福田区,香蜜湖,香格丽苑,115,南,3室2厅2卫,SZ1650479362111176704,16000
华润城万象府,南山区,科技园,华润城万象府,90,北,1室1厅1卫,SZ1651404919879499776,20000
福景大厦,福田区,福田中心,福景大厦,216,西南,5室2厅2卫,SZ1651779504198123520,19000
长怡花园,福田区,百花,长怡花园,124,南,4室2厅1卫,SZ1651518166892806144,18200
蔚蓝海岸3期,南山区,后海,蔚蓝海岸3期,120,南,3室2厅2卫,SZ1665352681834676224,16500
玉福楼,福田区,上步,玉福楼,156,南,2室1厅0卫,SZ1666322978230501376,13888
东方玫瑰花园,福田区,景田,东方玫瑰花园,143,南 北,4室2厅2卫,SZ1666306329494421504,16500
中旅国际公馆2期,福田区,香蜜湖,中旅国际公馆2期,104,东南,3室2厅2卫,SZ1666114850993995776,19000
宝能公馆,福田区,竹子林,宝能公馆,96,南,2室1厅1卫,SZ1666666810050609152,16000
中旅国际公馆2期,福田区,香蜜湖,中旅国际公馆2期,117,南,3室2厅2卫,SZ1666750909423550464,18000
半岛城邦花园三期,南山区,蛇口,半岛城邦花园三期,86,南,2室2厅1卫,SZ1666786643694059520,19000
黄埔雅苑四期,福田区,福田中心,黄埔雅苑四期,110,东,3室2厅2卫,SZ1667047509639299072,13500
滨福庭园,南山区,科技园,滨福庭园,108,东南,3室2厅2卫,SZ1667129844988641280,17000
中润百分百公寓,南山区,南山中心,中润百分百公寓,136,南,4室2厅3卫,SZ1606518460806856704,15000
学林雅院,南山区,科技园,学林雅院,174,南,5室2厅2卫,SZ1606226859161288704,16000
深业紫麟山花园,龙岗区,龙岗中心城,深业紫麟山花园,263,南,5室2厅2卫,SZ1612715908021616640,16000
观澜湖科技创新中心,龙华区,观澜,观澜湖科技创新中心,146,南 北,3室2厅2卫,SZ1613441481811427328,17800
观澜湖科技创新中心,龙华区,观澜,观澜湖科技创新中心,115,南 北,2室1厅2卫,SZ1613443824825139200,14300
观澜湖科技创新中心,龙华区,观澜,观澜湖科技创新中心,146,南 北,3室2厅2卫,SZ1613448345655705600,18000
观澜湖科技创新中心,龙华区,观澜,观澜湖科技创新中心,115,南 北,2室1厅2卫,SZ1613447566089781248,14300
宏发领域,宝安区,宝安中心,宏发领域,140,东南,4室2厅2卫,SZ1714915378020220928,14000
缇香名苑,福田区,景田,缇香名苑,131,南,3室2厅2卫,SZ1715284491628445696,15000
半岛城邦花园一期,南山区,蛇口,半岛城邦花园一期,139,西南,4室2厅2卫,SZ1715584691492356096,20000
阳光带海滨城二期,南山区,科技园,阳光带海滨城二期,109,南,3室2厅2卫,SZ1715634728742158336,14000
深物业金领,福田区,皇岗,深物业金领,65,西,2室2厅1卫,SZ1712441496185077760,20000
新天CBC,福田区,石厦,新天CBC,116,南,3室2厅2卫,SZ1712676686878736384,16000
信义荔山公馆,龙岗区,布吉关,信义荔山公馆,143,南 北,5室2厅2卫,SZ1649064057384206336,13500
花园城三期,南山区,蛇口,花园城三期,173,南,5室2厅2卫,SZ1650394992687972352,18000
金海湾花园,福田区,上下沙,金海湾花园,234,南,5室2厅3卫,SZ2701378081872158720,20000
桐林半山花园,盐田区,沙头角,桐林半山花园,209,南 北,5室2厅3卫,SZ2733366980533813248,16000
泰华锦绣城,宝安区,翻身,泰华锦绣城,215,东 东南,4室2厅3卫,SZ2755893452448473088,14500
星海名城六期,南山区,前海,星海名城六期,164,东南,5室2厅2卫,SZ2744898932390756352,17000
万科俊园,罗湖区,黄贝岭,万科俊园,203,南,5室2厅2卫,SZ2748443594813095936,15500
深业花园,福田区,福田中心,深业花园,172,西北,2室1厅2卫,SZ2775378638827429888,20000
天安高尔夫海景花园,福田区,车公庙,天安高尔夫海景花园,143,东北,3室2厅2卫,SZ2775551491179036672,16000
特发和平里二期,龙华区,上塘,特发和平里二期,180,东南,4室2厅2卫,SZ2778289268748197888,18000
深业中城,福田区,香蜜湖,深业中城,50,北,1室0厅1卫,SZ2781728037694078976,15000
瑧湾汇,南山区,红树湾,瑧湾汇,75,东南,2室2厅2卫,SZ2792905946463215616,14000
卓越前海壹号,南山区,前海,卓越前海壹号,152,南,1室1厅1卫,SZ2807212894608171008,20000
前海丹华,南山区,前海,前海丹华,129,南 北,6室1厅3卫,SZ2807803948487426048,14000
侨城曦城山顶道酒店公寓,宝安区,曦城,招商华侨城曦城山顶道酒店公寓,133,南,4室2厅4卫,SZ2559949506334425088,16000
海岸明珠园,南山区,南山中心,海岸明珠园,74,西,3室2厅1卫,SZ2540675829747695616,14000
京基御景东方,南山区,红树湾,京基御景东方,118,东南,3室2厅2卫,SZ2588485833737125888,16000
豪峰园,福田区,香蜜湖,豪峰园,158,南 北,4室2厅2卫,SZ2612860950834839552,18000
汉森吉祥龙,南山区,深圳湾,汉森吉祥龙,89,南,4室1厅2卫,SZ1702910214606422016,16500
泰华君逸世家,宝安区,宝安中心,泰华君逸世家,186,东南,4室2厅2卫,SZ1702904882035425280,15000
深业中城,福田区,香蜜湖,深业中城,70,南,1室1厅1卫,SZ1703020549174722560,15500
盛世鹏程,福田区,八卦岭,盛世鹏程,132,东北,4室3厅1卫,SZ1703024658908971008,15800
华润城润府一期,南山区,科技园,华润城润府一期,89,东南 南,3室2厅2卫,SZ1703100780162056192,16000
星海名城六期,南山区,前海,星海名城六期,128,东南,4室2厅2卫,SZ1708364183344513024,18000
东方玫瑰花园,福田区,景田,东方玫瑰花园,178,南,4室2厅2卫,SZ1708402759650246656,19000
梅兴苑,福田区,梅林,梅兴苑,213,西南,5室2厅2卫,SZ1669676557603438592,15000
海月花园三期,南山区,蛇口,海月花园三期,115,南,3室2厅2卫,SZ1670112651256004608,14000
山东大厦,南山区,南山中心,山东大厦,118,东 西,3室2厅2卫,SZ1670335214649344000,14000
阳光海滨花园,南山区,深圳湾,阳光海滨花园,88,东南,3室2厅2卫,SZ1670665830888636416,16000
中洲中央公寓,宝安区,新安,中洲中央公寓,176,东南,4室2厅2卫,SZ1670995412481212416,16000
万科蛇口公馆,南山区,蛇口,万科蛇口公馆,110,东南,3室2厅2卫,SZ1689518595031171072,15500
华润城润府一期,南山区,科技园,华润城润府一期,89,西北,3室2厅2卫,SZ1667388137011150848,14000
幸福海岸二期,宝安区,宝安中心,幸福海岸二期,155,东,4室2厅2卫,SZ1664979947275419648,14000
星海名城六期,南山区,前海,星海名城六期,168,南,4室2厅2卫,SZ1665380036145840128,16500
汀兰鹭榭花园,南山区,红树湾,汀兰鹭榭花园,156,南,4室2厅2卫,SZ1665571404126355456,20000
半山海景兰溪谷二期,南山区,蛇口,半山海景兰溪谷二期,88,南,2室2厅1卫,SZ1666348193400487936,13500
香格名苑,南山区,前海,香格名苑,175,东南 南,5室2厅2卫,SZ1666683837586866176,13800
泰康轩,福田区,车公庙,泰康轩,122,南,4室2厅1卫,SZ1613835958967336960,14000
侨香诺园,南山区,华侨城,侨香诺园,145,东南,4室2厅2卫,SZ1617874750447550464,18000
瑞思中心,南山区,华侨城,瑞思中心,85,东,未知室1厅0卫,SZ1615671503917940736,13683
瑧湾汇,南山区,红树湾,瑧湾汇,74,东,3室2厅2卫,SZ1614276415551700992,14000
深业紫麟山花园,龙岗区,龙岗中心城,深业紫麟山花园,241,东南,5室2厅3卫,SZ1621368399940550656,18000
颐湾府,南山区,前海,颐湾府,120,东南,3室2厅2卫,SZ1634140746774740992,15000
星河丹堤,龙华区,梅林关,星河丹堤,175,南,4室2厅2卫,SZ1635150832917807104,16000
京基滨河时代,福田区,上下沙,京基滨河时代,71,南,2室1厅1卫,SZ1635110647886774272,14000
中信星光名庭,罗湖区,东门,中信星光名庭,188,南,4室1厅2卫,SZ1644592572619816960,16000
鸿荣源·壹城中心第九区,龙华区,龙华中心,鸿荣源·壹城中心第九区,130,东南,4室2厅2卫,SZ1644329164846661632,16000
深业花园,福田区,福田中心,深业花园,110,东南 南,3室2厅2卫,SZ1717769025531936768,14600
华润城润府一期,南山区,科技园,华润城润府一期,89,西南,3室2厅2卫,SZ1717885931664441344,18000
阳光粤海,南山区,科技园,阳光粤海,157,东南,4室2厅3卫,SZ1715261779505840128,18000
星海名城六期,南山区,前海,星海名城六期,132,西南,3室2厅2卫,SZ1718312797483302912,14000
华润城润玺一期,南山区,科技园,华润城润玺一期,120,南,3室2厅2卫,SZ1718545656273960960,20000
万科蛇口公馆,南山区,蛇口,万科蛇口公馆,102,东南,3室2厅2卫,SZ1718929421802405888,15000
万科蛇口公馆,南山区,蛇口,万科蛇口公馆,126,东南,4室2厅2卫,SZ1672164981908439040,14000
月亮湾山庄,南山区,前海,月亮湾山庄,260,东南,4室2厅1卫,SZ1673914500694147072,16900
雍景湾,南山区,蛇口,雍景湾,135,南,4室2厅2卫,SZ1674060612012867584,20000
紫元元大厦,福田区,皇岗,紫元元大厦,65,南,2室1厅2卫,SZ1674353491667058688,15500
万科红三期,龙岗区,布吉关,万科红三期,140,东南,1室0厅0卫,SZ2679045711290974208,14000
万科东海岸二期,盐田区,梅沙,万科东海岸二期,189,东南,4室2厅2卫,SZ2681349928118124544,15000
新世界中心大厦,福田区,福田中心,新世界中心大厦,139,西,2室1厅0卫,SZ2702073970987384832,20000
万科东方尊峪,罗湖区,莲塘,万科东方尊峪,175,南,3室2厅2卫,SZ2704289723476099072,16000
绿景美景广场,南山区,华侨城,绿景美景广场,48,南,1室1厅1卫,SZ2707207077310504960,17500
鸿荣源·壹方中心·玖誉,宝安区,宝安中心,鸿荣源·壹方中心·玖誉,101,东北,3室2厅1卫,SZ1674472089060376576,18000
黄埔雅苑四期,福田区,福田中心,黄埔雅苑四期,130,东南,3室2厅2卫,SZ1674623407959834624,17000
蔚蓝海岸3期,南山区,后海,蔚蓝海岸3期,116,西南,3室2厅2卫,SZ1674753606550552576,17500
宏发领域,宝安区,宝安中心,宏发领域,141,西南,4室2厅2卫,SZ1605086365320478720,16000
后海公馆,南山区,蛇口,后海公馆,104,东,3室2厅2卫,SZ1607019058702581760,14000
电力花园,南山区,后海,电力花园,163,南,6室2厅3卫,SZ1606899491523264512,17000
宝能公馆,福田区,竹子林,宝能公馆,73,东,2室2厅1卫,SZ1606130342584909824,18000
幸福海岸三期,宝安区,宝安中心,幸福海岸三期,132,东南,4室2厅2卫,SZ1608471055070920704,18000
宝能公馆,福田区,竹子林,宝能公馆,82,南,2室2厅1卫,SZ1640961415474839552,17000
招商领玺,南山区,前海,招商领玺,120,南,3室2厅2卫,SZ1641417517987528704,18000
嘉麟豪庭,福田区,福田中心,嘉麟豪庭,135,南 北,2室2厅1卫,SZ1641743004119072768,13500
东海花园二期福禄居,福田区,香蜜湖,东海花园二期福禄居,168,南,4室2厅3卫,SZ1642030667556454400,20000
振业城一期,龙岗区,横岗,振业城一期,180,东南,5室2厅3卫,SZ1643555429151670272,20000
观海台,南山区,后海,观海台,140,南,4室2厅2卫,SZ1644989082847150080,19500
香格丽苑,福田区,香蜜湖,香格丽苑,138,东南,4室2厅2卫,SZ1645426647928668160,19000
华润城万象府,南山区,科技园,华润城万象府,90,西南,1室1厅1卫,SZ1645729395463159808,20000
水岸新都一期,龙岗区,龙岗双龙,水岸新都一期,202,南,6室2厅4卫,SZ1645650347705761792,19000
风临洲,宝安区,宝安中心,风临洲,132,东南,5室3厅2卫,SZ1645984386547449856,16000
卓越前海壹号,南山区,前海,卓越前海壹号,109,南,1室2厅2卫,SZ1646827142928924672,15000
山海韵,南山区,蛇口,山海韵,141,南,4室2厅2卫,SZ1646429070730199040,14000
葵花公寓,福田区,石厦,葵花公寓,65,南,2室1厅1卫,SZ1647955059230638080,17000
长泰花园,福田区,百花,长泰花园,186,东南 南 北,4室2厅2卫,SZ1706306181137432576,20000
富源商贸中心,宝安区,翻身,富源商贸中心,228,东南,5室2厅2卫,SZ1709089715090620416,16000
富通天骏,龙华区,龙华中心,富通天骏,191,东南,7室3厅3卫,SZ1709177324550750208,15000
海怡东方花园,南山区,科技园,海怡东方花园,130,南,4室2厅2卫,SZ1709158409120514048,19700
第壹世界广场,福田区,景田,第壹世界广场,181,东南,6室2厅2卫,SZ1709148186167214080,19000
兆鑫汇金广场,罗湖区,春风路,兆鑫汇金广场,98,南,3室2厅1卫,SZ1709151098272481280,13500
前海时代CEO公馆,南山区,前海,前海时代CEO公馆,143,南 北,4室2厅2卫,SZ1709204518719193088,19000
紫元元大厦,福田区,皇岗,紫元元大厦,70,南,2室2厅1卫,SZ1709197961507897344,16000
绿景虹湾,福田区,梅林,绿景虹湾,120,东南,4室2厅2卫,SZ1709211321385353216,14500
正东名苑,南山区,南山中心,正东名苑,138,西南,4室2厅3卫,SZ1699018632463384576,14500
阳光四季,福田区,石厦,阳光四季,148,南,3室2厅2卫,SZ1699059219879165952,15000
万科城一期,龙岗区,坂田,万科城一期,146,西南,4室3厅3卫,SZ1699282851482042368,14000
华润银湖蓝山,罗湖区,银湖,华润银湖蓝山,117,东北,3室2厅2卫,SZ1699374010845888512,15000
荔海春城,南山区,南山中心,荔海春城,153,南,4室2厅2卫,SZ1699414681996754944,16000
荔海楼,南山区,华侨城,荔海楼,117,东南 南 西北 北,3室2厅2卫,SZ1699411709149577216,20000
中海九号公馆二期,宝安区,曦城,中海九号公馆二期,184,南,5室2厅3卫,SZ1699270784607846400,15000
汉森吉祥龙,南山区,深圳湾,汉森吉祥龙,89,西南,3室1厅2卫,SZ1699300416480608256,14000
怡苑阁,南山区,南头,怡苑阁,133,东,5室2厅3卫,SZ1691129383768555520,15800
京隆苑,福田区,皇岗,京隆苑,200,南,4室2厅2卫,SZ1691395456497614848,15000
岗厦城,福田区,福田中心,岗厦城,140,南 北,4室2厅2卫,SZ1691385199616589824,17000
盛世鹏程,福田区,八卦岭,盛世鹏程,101,南,3室2厅1卫,SZ1691665587962380288,14200
淘金山一期,罗湖区,布心,淘金山一期,223,东南,4室2厅3卫,SZ1696873170448941056,19800
金地香蜜山,福田区,香蜜湖,金地香蜜山,136,南,3室2厅2卫,SZ1697086343248609280,15000
天御,宝安区,宝安中心,天御,166,北 东北,4室2厅2卫,SZ1696895377145331712,17000
天健·天骄,福田区,景田,天健·天骄,122,南,3室2厅2卫,SZ1697547773257187328,20000
星河明居,福田区,石厦,星河明居,168,南,4室2厅2卫,SZ1697572480740229120,14800
鼎太风华四期,南山区,前海,鼎太风华四期,142,南,5室2厅2卫,SZ1697152834409070592,18000
懿花园,龙华区,观澜,懿花园,189,东南,5室3厅5卫,SZ1643951224904482816,14000
都市名园,罗湖区,万象城,都市名园,266,东北,5室2厅3卫,SZ1644977911171645440,17500
长乐花园,福田区,百花,长乐花园,157,东南,3室2厅2卫,SZ1645013692015706112,17000
黄埔雅苑四期,福田区,福田中心,黄埔雅苑四期,110,西南,2室2厅2卫,SZ1645388849225924608,15000
宝能公馆,福田区,竹子林,宝能公馆,83,北,2室1厅1卫,SZ1645669556112326656,15000
华茂欣园,福田区,景田,华茂欣园,132,南,4室2厅1卫,SZ1649283596231376896,13500
发展兴苑,福田区,福田中心,发展兴苑,188,南,4室2厅2卫,SZ1650133787767472128,20000
朗钜云尚公馆,福田区,华强北,朗钜云尚公馆,76,南,3室2厅2卫,SZ1655936922876379136,16000
东海花园二期福禄居,福田区,香蜜湖,东海花园二期福禄居,130,北,3室2厅2卫,SZ1656558082328625152,13500
华茂欣园,福田区,景田,华茂欣园,123,南,3室2厅2卫,SZ1656306884832919552,14500
前海东岸,南山区,南头,前海东岸,169,东南,5室2厅2卫,SZ1660506727696564224,16000
曦湾华府,南山区,深圳湾,曦湾华府,88,西南,3室1厅2卫,SZ1660861777602150400,17000
国际文化大厦,福田区,华强南,国际文化大厦,183,南,3室1厅0卫,SZ1660945351026147328,20000
深业中城,福田区,香蜜湖,深业中城,70,南,1室1厅1卫,SZ1660957728194953216,14000
金色家园二期,福田区,景田,金色家园二期,138,南 北,4室2厅2卫,SZ1661366362552926208,20000
中信星光名庭,罗湖区,东门,中信星光名庭,115,东 东南,3室2厅2卫,SZ1663140521599565824,14200
半岛城邦花园一期,南山区,蛇口,半岛城邦花园一期,137,东南,3室2厅2卫,SZ1663153084655730688,17000
幸福里雅居,罗湖区,万象城,幸福里雅居,95,北,2室1厅1卫,SZ1648282462792450048,16000
百仕达红树西岸,南山区,红树湾,百仕达红树西岸,144,东 西,2室2厅2卫,SZ1648192638517510144,20000
欧陆经典,南山区,西丽,欧陆经典,107,南,6室2厅3卫,SZ1648691540194754560,14000
世纪村二期,南山区,红树湾,世纪村二期,92,东南,2室1厅2卫,SZ1663901713129537536,14000
招商领玺,南山区,前海,招商领玺,120,东南,3室2厅2卫,SZ1664240989360881664,18000
盛世鹏程,福田区,八卦岭,盛世鹏程,118,东南,3室2厅2卫,SZ1664843158803972096,16800
聚豪园,福田区,景田,聚豪园,139,南,4室2厅2卫,SZ1664122583353655296,15000
景桦花园,福田区,景田,景桦花园,188,南,5室2厅2卫,SZ1664140529811587072,20000
百仕达东郡,罗湖区,百仕达,百仕达东郡,146,南,4室2厅1卫,SZ1664148778220781568,13300
阳光粤海,南山区,科技园,阳光粤海,168,东南,4室2厅1卫,SZ1664194442472456192,19000
阳光带海滨城二期,南山区,科技园,阳光带海滨城二期,121,东,3室2厅2卫,SZ1664608482206154752,17500
万科金域蓝湾三期,福田区,上下沙,万科金域蓝湾三期,133,南,3室2厅2卫,SZ1648663709809115136,13800
幸福海岸二期,宝安区,宝安中心,幸福海岸二期,155,东,4室2厅2卫,SZ1664979947275419648,14000
星海名城六期,南山区,前海,星海名城六期,168,南,4室2厅2卫,SZ1665380036145840128,16500
汀兰鹭榭花园,南山区,红树湾,汀兰鹭榭花园,156,南,4室2厅2卫,SZ1665571404126355456,20000
半山海景兰溪谷二期,南山区,蛇口,半山海景兰溪谷二期,88,南,2室2厅1卫,SZ1666348193400487936,13500
香格名苑,南山区,前海,香格名苑,175,东南 南,5室2厅2卫,SZ1666683837586866176,13800
香格名苑,南山区,前海,香格名苑,176,东南 南,5室2厅2卫,SZ1666684727924359168,13800
加福广场华尔登府邸,福田区,福田保税区,加福广场华尔登府邸,155,南,3室2厅2卫,SZ1690220649089335296,13500
知本大厦,福田区,皇岗,知本大厦,259,南,5室2厅1卫,SZ1690221134403862528,19990
万科第五园一期,龙岗区,坂田,万科第五园一期,141,南 北,4室2厅2卫,SZ1695284723015745536,14000
天健·天骄,福田区,景田,天健·天骄,122,南,3室2厅2卫,SZ1695352286928175104,20000
嘉麟豪庭,福田区,福田中心,嘉麟豪庭,186,南 北,4室2厅2卫,SZ1695384651574542336,18000
天安高尔夫花园,福田区,车公庙,天安高尔夫花园,255,东南,5室2厅2卫,SZ1695403588571889664,20000
翠海花园一期,福田区,香蜜湖,翠海花园一期,105,南,4室2厅2卫,SZ1695735039372820480,15000
百丽湾,南山区,深圳湾,百丽湾,89,南,3室1厅1卫,SZ1695748557400702976,13500
香荟雅苑,福田区,香蜜湖,香荟雅苑,103,南,3室2厅2卫,SZ1696030698260922368,15000
颐湾府,南山区,前海,颐湾府,123,东南,3室2厅2卫,SZ1696061724882370560,13800
深华公寓,福田区,梅林,深华公寓,260,北,6室0厅2卫,SZ1690991633471897600,14000
万科云城,南山区,西丽,万科云城,133,西南,4室2厅2卫,SZ1691006337669922816,16000
怡苑阁,南山区,南头,怡苑阁,133,东,5室2厅3卫,SZ1691129383768555520,15800
京隆苑,福田区,皇岗,京隆苑,200,南,4室2厅2卫,SZ1691395456497614848,15000
岗厦城,福田区,福田中心,岗厦城,140,南 北,4室2厅2卫,SZ1691385199616589824,17000
盛世鹏程,福田区,八卦岭,盛世鹏程,101,南,3室2厅1卫,SZ1691665587962380288,14200
淘金山一期,罗湖区,布心,淘金山一期,223,东南,4室2厅3卫,SZ1696873170448941056,19800
金地香蜜山,福田区,香蜜湖,金地香蜜山,136,南,3室2厅2卫,SZ1697086343248609280,15000
星河国际花园,福田区,福田中心,星河国际花园,86,南,3室2厅1卫,SZ1709566241145880576,15000
蓝漪花园,南山区,蛇口,蓝漪花园,137,东南,3室2厅2卫,SZ1709807018417586176,13500
蔚蓝海岸3期,南山区,后海,蔚蓝海岸3期,117,东北,3室2厅2卫,SZ1709856818546606080,14000
中旅广场,南山区,华侨城,中旅广场,234,东,5室1厅1卫,SZ1709905959968571392,18000
卓越前海壹号,南山区,前海,卓越前海壹号,132,南,2室2厅2卫,SZ1709950145719697408,14000
现代城华庭,南山区,南山中心,现代城华庭,238,南,5室2厅3卫,SZ1709976542316068864,18000
后海理想雅园,南山区,蛇口,后海理想雅园,89,东南,3室2厅2卫,SZ1707318332337684480,13500
理想公馆,福田区,梅林,理想公馆,72,南,2室1厅1卫,SZ1707354605630783488,16000
振业城一期,龙岗区,横岗,振业城一期,185,南,3室2厅3卫,SZ1707359490468216832,15000
华润城润府一期,南山区,科技园,华润城润府一期,83,西北,2室2厅1卫,SZ1709787741899718656,13500
华润城润府一期,南山区,科技园,华润城润府一期,89,西南,3室2厅2卫,SZ1709833281484095488,13500
天健世纪花园,福田区,福田中心,天健世纪花园,120,东南,3室2厅2卫,SZ1709864358999228416,16500
蔚蓝海岸2期,南山区,后海,蔚蓝海岸2期,109,东南,3室2厅1卫,SZ1709872098773565440,14000
懿花园,龙华区,观澜,懿花园,189,南,4室2厅2卫,SZ1709920201450979328,14000
宏发领域,宝安区,宝安中心,宏发领域,140,东南,4室2厅2卫,SZ1714915378020220928,14000
半岛城邦花园三期,南山区,蛇口,半岛城邦花园三期,86,东,2室2厅1卫,SZ1714133999208628224,16000
万科金域蓝湾二期,福田区,上下沙,万科金域蓝湾二期,150,南,4室2厅2卫,SZ1714175918433370112,15000
华润城润玺一期,南山区,科技园,华润城润玺一期,120,南,3室2厅2卫,SZ1718545656273960960,20000
万科蛇口公馆,南山区,蛇口,万科蛇口公馆,110,东南,3室2厅2卫,SZ1699364608692715520,15000
半山海景兰溪谷一期,南山区,蛇口,半山海景兰溪谷一期,123,西南 东北,3室2厅2卫,SZ1699363650050981888,16000
月亮湾山庄,南山区,前海,月亮湾山庄,268,南 北,6室2厅3卫,SZ1699375522137505792,20000
恒运豪庭,福田区,福田中心,恒运豪庭,106,东南,3室1厅2卫,SZ1699420892146171904,14000
熙龙湾二期,宝安区,宝安中心,熙龙湾二期,175,东南,4室2厅2卫,SZ1699429086855692288,18000
观湖园,龙华区,观澜,观湖园,170,南,5室2厅1卫,SZ1699645139749699584,20000
黄埔雅苑一期,福田区,福田中心,黄埔雅苑一期,107,西南,3室2厅2卫,SZ1699698383544909824,14000
黄埔雅苑四期,福田区,福田中心,黄埔雅苑四期,136,南,3室2厅2卫,SZ1694596462190526464,16000
阳光高尔夫大厦,福田区,香蜜湖,阳光高尔夫大厦,89,南,1室1厅0卫,SZ1694572286268407808,15300
前海嘉里中心,南山区,前海,前海嘉里中心,60,南,1室1厅1卫,SZ1694572694516793344,19000
聚豪园,福田区,景田,聚豪园,139,南,4室2厅2卫,SZ1694586311098236928,18000
尚都二期,宝安区,宝安中心,尚都二期,148,南,4室2厅2卫,SZ1694645170244419584,15000
华润城润府三期,南山区,科技园,华润城润府三期,60,南,1室1厅1卫,SZ1694763893756264448,13800
华润城万象府,南山区,科技园,华润城万象府,90,北,1室1厅1卫,SZ1695091472128278528,16500
紫荆苑,福田区,景田,紫荆苑,214,南 北,5室2厅3卫,SZ1699495862964584448,20000
恒立心海湾花园,南山区,前海,恒立心海湾花园,174,东南 南,4室2厅2卫,SZ1699430994018304000,18000
万科云城,南山区,西丽,万科云城,98,南 西南,3室2厅2卫,SZ1699696982827728896,14000
百仕达红树西岸,南山区,红树湾,百仕达红树西岸,117,南,2室2厅2卫,SZ1697177881156780032,17000
海馨苑,福田区,华强北,海馨苑,111,东南 南,3室2厅2卫,SZ1697218293984657408,15000
翠海花园一期,福田区,香蜜湖,翠海花园一期,154,南,4室2厅2卫,SZ1697251585907752960,20000
世纪村一期,南山区,红树湾,世纪村一期,134,西南 西,3室2厅2卫,SZ1697573172741668864,15900
城建仁山智水花园一期,龙华区,观澜,城建仁山智水花园一期,180,南 北,4室2厅2卫,SZ1697557784561713152,15000
名家富居,南山区,南头,名家富居,120,东北,3室2厅1卫,SZ1691747646181474304,18000
传麒东湖名苑,罗湖区,百仕达,传麒东湖名苑,95,东北,3室2厅2卫,SZ1691798298127499264,15000
卓越前海壹号,南山区,前海,卓越前海壹号,124,南,2室1厅2卫,SZ1692172153975209984,14000
向南海德大厦,南山区,南山中心,向南海德大厦,80,东,4室2厅1卫,SZ1692190258537431040,15000
安栢丽晶,福田区,景田,安栢丽晶,210,南,5室2厅3卫,SZ1692389043372818432,20000
发展兴苑,福田区,福田中心,发展兴苑,160,西南,3室2厅1卫,SZ1692417961488285696,14000
富怡雅居,福田区,华强北,富怡雅居,129,南 北,3室2厅2卫,SZ1692527835379400704,15000
澳城1618二期,南山区,蛇口,澳城1618二期,89,东南,4室2厅2卫,SZ1697837307228323840,16000
淘金山一期,罗湖区,布心,淘金山一期,158,东南,3室2厅1卫,SZ1697620170471636992,15000
深业花园,福田区,福田中心,深业花园,115,西北,3室2厅2卫,SZ1697903322918289408,15000
漾日湾畔,南山区,后海,漾日湾畔,147,南,4室2厅2卫,SZ1697915193801048064,20000
锦庐花园,福田区,竹子林,锦庐花园,87,南,3室2厅2卫,SZ1698258248676671488,17000
深业中城,福田区,香蜜湖,深业中城,70,南,1室1厅1卫,SZ1698252565029847040,15000
前海时代CEO公馆,南山区,前海,前海时代CEO公馆,156,南 北,4室2厅3卫,SZ1698533144572985344,20000
幸福海岸二期,宝安区,宝安中心,幸福海岸二期,156,东,4室2厅1卫,SZ1692771699965034496,15000
锦庐花园,福田区,竹子林,锦庐花园,87,南,3室2厅2卫,SZ1698258248676671488,17000
深业中城,福田区,香蜜湖,深业中城,70,南,1室1厅1卫,SZ1698252565029847040,15000
前海时代CEO公馆,南山区,前海,前海时代CEO公馆,156,南 北,4室2厅3卫,SZ1698533144572985344,20000
幸福海岸二期,宝安区,宝安中心,幸福海岸二期,156,东,4室2厅1卫,SZ1692771699965034496,15000
金地香蜜山,福田区,香蜜湖,金地香蜜山,134,南,3室2厅2卫,SZ1692911060354334720,18000
俊景豪园,福田区,香梅北,俊景豪园,145,东,4室2厅2卫,SZ1692832397281722368,13500
京海花园,福田区,华强南,京海花园,226,西北,4室2厅2卫,SZ1693133044304576512,18500
汀兰鹭榭花园,南山区,红树湾,汀兰鹭榭花园,151,东南,3室2厅2卫,SZ1693175821402898432,18000
太子湾商务广场,南山区,蛇口,太子湾商务广场,135,东南,2室2厅1卫,SZ1663097041804328960,15000
深业中城,福田区,香蜜湖,深业中城,70,西南 西,1室1厅1卫,SZ1644984633156173824,16000
高山花园,南山区,蛇口,高山花园,163,东南,3室2厅2卫,SZ1644576414566973440,19500
